hanzi,tl,frequency,poj,tl_num,poj_num
倒投,tò-tâu,25,tò-tâu,to3tau5,to3tau5
倒拍,tò-phah,25,tò-phah,to3phah4,to3phah4
倒支,tò-ki,25,tò-ki,to3ki1,to3ki1
倫敦,lûn-tun,25,lûn-tun,lun5tun1,lun5tun1
健力,kiān-li̍k,25,kiān-le̍k,kian7lik8,kian7lek8
健美,kiān-bí,25,kiān-bí,kian7bi2,kian7bi2
側投,tshik-tâu,25,chhek-tâu,tshik4tau5,chhek4tau5
偷壘,thau-luí,25,thau-lúi,thau1lui2,thau1lui2
備份,pī-hūn,25,pī-hūn,pi7hun7,pi7hun7
傭兵,iông-ping,25,iông-peng,iong5ping1,iong5peng1
傳球,thuân-kiû,25,thoân-kiû,thuan5kiu5,thoan5kiu5
優格,iu-keh,25,iu-keh,iu1keh4,iu1keh4
光面,kng-bīn,25,kng-bīn,kng1bin7,kng1bin7
入數,ji̍p-siàu,25,ji̍p-siàu,jip8siau3,jip8siau3
入數,li̍p-siàu,25,li̍p-siàu,lip8siau3,lip8siau3
內建,luē-kiàn,25,lōe-kiàn,lue7kian3,loe7kian3
內文,lāi-bûn,25,lāi-bûn,lai7bun5,lai7bun5
內野,lāi-iá,25,lāi-iá,lai7ia2,lai7ia2
全妝,tsuân-tsong,25,choân-chong,tsuan5tsong1,choan5chong1
全馬,tsuân-má,25,choân-má,tsuan5ma2,choan5ma2
全麥,tsuân-be̍h,25,choân-be̍h,tsuan5beh8,choan5beh8
兩塊,nn̄g-tè,25,nn̄g-tè,nng7te3,nng7te3
八角,peh-kak,25,peh-kak,peh4kak4,peh4kak4
八角,pueh-kak,25,poeh-kak,pueh4kak4,poeh4kak4
公論,kong-lūn,25,kong-lūn,kong1lun7,kong1lun7
冊迷,tsheh-bê,25,chheh-bê,tsheh4be5,chheh4be5
冰壺,ping-ôo,25,peng-ô͘,ping1oo5,peng1oo5
冰沙,ping-sua,25,peng-soa,ping1sua1,peng1soa1
冰磚,ping-tsng,25,peng-chng,ping1tsng1,peng1chng1
冷麵,líng-mī,25,léng-mī,ling2mi7,leng2mi7
凝霜,gîng-song,25,gêng-song,ging5song1,geng5song1
凝露,gîng-lōo,25,gêng-lō͘,ging5loo7,geng5loo7
刀術,to-su̍t,25,to-su̍t,to1sut8,to1sut8
分道,pun-tō,25,pun-tō,pun1to7,pun1to7
分頁,hun-ia̍h,25,hun-ia̍h,hun1iah8,hun1iah8
切球,tshiat-kiû,25,chhiat-kiû,tshiat4kiu5,chhiat4kiu5
刣掉,thâi-tiāu,25,thâi-tiāu,thai5tiau7,thai5tiau7
利劍,lāi-kiàm,25,lāi-kiàm,lai7kiam3,lai7kiam3
刪除,san-tî,25,san-tî,san1ti5,san1ti5
刪除,san-tû,25,san-tû,san1tu5,san1tu5
制衡,tsè-hîng,25,chè-hêng,tse3hing5,che3heng5
刺殺,tshì-sat,25,chhì-sat,tshi3sat4,chhi3sat4
前跤,tsîng-kha,25,chêng-kha,tsing5kha1,cheng5kha1
剪接,tsián-tsiap,25,chián-chiap,tsian2tsiap4,chian2chiap4
剪輯,tsián-tsi̍p,25,chián-chi̍p,tsian2tsip8,chian2chip8
劍術,kiàm-su̍t,25,kiàm-su̍t,kiam3sut8,kiam3sut8
加碼,ka-bé,25,ka-bé,ka1be2,ka1be2
助殺,tsōo-sat,25,chō͘-sat,tsoo7sat4,choo7sat4
勝投,sìng-tâu,25,sèng-tâu,sing3tau5,seng3tau5
勼排,kiu-pâi,25,kiu-pâi,kiu1pai5,kiu1pai5
匿名,li̍k-miâ,25,le̍k-miâ,lik8mia5,lek8mia5
半勝,puànn-sìng,25,pòaⁿ-sèng,puann3sing3,poann3seng3
半馬,puànn-má,25,pòaⁿ-má,puann3ma2,poann3ma2
協作,hia̍p-tsok,25,hia̍p-chok,hiap8tsok4,hiap8chok4
南刀,lâm-to,25,lâm-to,lam5to1,lam5to1
南拳,lâm-kûn,25,lâm-kûn,lam5kun5,lam5kun5
南棍,lâm-kùn,25,lâm-kùn,lam5kun3,lam5kun3
卡粉,kha̍h-hún,25,kha̍h-hún,khah8hun2,khah8hun2
卵塔,nn̄g-thah,25,nn̄g-thah,nng7thah4,nng7thah4
卸妝,sià-tsong,25,sià-chong,sia3tsong1,sia3chong1
厚妝,kāu-tsong,25,kāu-chong,kau7tsong1,kau7chong1
厝貸,tshù-tāi,25,chhù-tāi,tshu3tai7,chhu3tai7
反向,huán-hiòng,25,hoán-hiòng,huan2hiong3,hoan2hiong3
口碑,kháu-pi,25,kháu-pi,khau2pi1,khau2pi1
可送,khó-sòng,25,khó-sòng,kho2song3,kho2song3
司康,sir-kóng,25,sir-kóng,sir1kong2,sir1kong2
司康,su-kóng,25,su-kóng,su1kong2,su1kong2
合球,ha̍p-kiû,25,ha̍p-kiû,hap8kiu5,hap8kiu5
吊環,tiàu-khuân,25,tiàu-khoân,tiau3khuan5,tiau3khoan5
同步,tông-pōo,25,tông-pō͘,tong5poo7,tong5poo7
和絃,hô-hiân,25,hô-hiân,ho5hian5,ho5hian5
咖哩,ka-lí,25,ka-lí,ka1li2,ka1li2
品勢,phín-sè,25,phín-sè,phin2se3,phin2se3
啞鈴,à-lîng,25,à-lêng,a3ling5,a3leng5
啟用,khé-iōng,25,khé-iōng,khe2iong7,khe2iong7
單巡,tuann-sûn,25,toaⁿ-sûn,tuann1sun5,toann1sun5
單打,tan-tánn,25,tan-táⁿ,tan1tann2,tan1tann2
單槓,tan-kǹg,25,tan-kǹg,tan1kng3,tan1kng3
回合,huê-ha̍p,25,hôe-ha̍p,hue5hap8,hoe5hap8
回合,hê-ha̍p,25,hê-ha̍p,he5hap8,he5hap8
回沖,huê-tshiong,25,hôe-chhiong,hue5tshiong1,hoe5chhiong1
回沖,hê-tshiong,25,hê-chhiong,he5tshiong1,he5chhiong1
圍棋,uî-kî,25,ûi-kî,ui5ki5,ui5ki5
圖示,tôo-sī,25,tô͘-sī,too5si7,too5si7
地板,tuē-pán,25,tōe-pán,tue7pan2,toe7pan2
地板,tē-pán,25,tē-pán,te7pan2,te7pan2
坦邊,thán-pinn,25,thán-piⁿ,than2pinn1,than2pinn1
場務,tiûnn-bū,25,tiûⁿ-bū,tiunn5bu7,tiunn5bu7
墜機,tuī-ki,25,tūi-ki,tui7ki1,tui7ki1
壁球,piah-kiû,25,piah-kiû,piah4kiu5,piah4kiu5
壓制,ap-tsè,25,ap-chè,ap4tse3,ap4che3
壘包,luí-pau,25,lúi-pau,lui2pau1,lui2pau1
壘球,luí-kiû,25,lúi-kiû,lui2kiu5,lui2kiu5
壯遊,tsōng-iû,25,chōng-iû,tsong7iu5,chong7iu5
壺鈴,ôo-lîng,25,ô͘-lêng,oo5ling5,oo5leng5
外遇,guā-gū,25,gōa-gū,gua7gu7,goa7gu7
外野,guā-iá,25,gōa-iá,gua7ia2,goa7ia2
大叉,tuā-tshah,25,tōa-chhah,tua7tshah4,toa7chhah4
大寫,tuā-siá,25,tōa-siá,tua7sia2,toa7sia2
大骨,tuā-kut,25,tōa-kut,tua7kut4,toa7kut4
大麥,tuā-be̍h,25,tōa-be̍h,tua7beh8,toa7beh8
失事,sit-sū,25,sit-sū,sit4su7,sit4su7
失分,sit-hun,25,sit-hun,sit4hun1,sit4hun1
失誤,sit-gōo,25,sit-gō͘,sit4goo7,sit4goo7
夾殺,kiap-sat,25,kiap-sat,kiap4sat4,kiap4sat4
奈米,nāi-bí,25,nāi-bí,nai7bi2,nai7bi2
奕手,ī-tshiú,25,ī-chhiú,i7tshiu2,i7chhiu2
奕跤,ī-kha,25,ī-kha,i7kha1,i7kha1
套用,thò-iōng,25,thò-iōng,tho3iong7,tho3iong7
套路,thò-lōo,25,thò-lō͘,tho3loo7,tho3loo7
奶泡,ling-pho,25,leng-pho,ling1pho1,leng1pho1
奶泡,ni-pho,25,ni-pho,ni1pho1,ni1pho1
奶酒,ling-tsiú,25,leng-chiú,ling1tsiu2,leng1chiu2
奶酒,ni-tsiú,25,ni-chiú,ni1tsiu2,ni1chiu2
好球,hó-kiû,25,hó-kiû,ho2kiu5,ho2kiu5
妨礙,hông-gāi,25,hông-gāi,hong5gai7,hong5gai7
字元,jī-guân,25,jī-goân,ji7guan5,ji7goan5
字元,lī-guân,25,lī-goân,li7guan5,li7goan5
存檔,tsûn-tóng,25,chûn-tóng,tsun5tong2,chun5tong2
安入,an-ji̍p,25,an-ji̍p,an1jip8,an1jip8
安入,an-li̍p,25,an-li̍p,an1lip8,an1lip8
安打,an-tánn,25,an-táⁿ,an1tann2,an1tann2
完封,uân-hong,25,oân-hong,uan5hong1,oan5hong1
完投,uân-tâu,25,oân-tâu,uan5tau5,oan5tau5
定妝,tīng-tsong,25,tēng-chong,ting7tsong1,teng7chong1
寄罪,kià-tsuē,25,kià-chōe,kia3tsue7,kia3choe7
密碼,bi̍t-bé,25,bi̍t-bé,bit8be2,bit8be2
封殺,hong-sat,25,hong-sat,hong1sat4,hong1sat4
射擊,siā-kik,25,siā-kek,sia7kik4,sia7kek4
射正,siā-tsiànn,25,siā-chiàⁿ,sia7tsiann3,sia7chiann3
射箭,siā-tsìnn,25,siā-chìⁿ,sia7tsinn3,sia7chinn3
射門,siā-mn̂g,25,siā-mn̂g,sia7mng5,sia7mng5
對拍,tuì-phah,25,tùi-phah,tui3phah4,tui3phah4
小叉,sió-tshah,25,sió-chhah,sio2tshah4,sio2chhah4
小寫,sió-siá,25,sió-siá,sio2sia2,sio2sia2
尾氣,bué-khuì,25,bóe-khùi,bue2khui3,boe2khui3
尾氣,bé-khuì,25,bé-khùi,be2khui3,be2khui3
尾節,bué-tsat,25,bóe-chat,bue2tsat4,boe2chat4
尾節,bé-tsat,25,bé-chat,be2tsat4,be2chat4
山友,suann-iú,25,soaⁿ-iú,suann1iu2,soann1iu2
山球,suann-kiû,25,soaⁿ-kiû,suann1kiu5,soann1kiu5
山竹,suann-tik,25,soaⁿ-tek,suann1tik4,soann1tek4
崁名,khàm-miâ,25,khàm-miâ,kham3mia5,kham3mia5
巨集,kī-tsi̍p,25,kī-chi̍p,ki7tsip8,ki7chip8
巨集,kū-tsi̍p,25,kū-chi̍p,ku7tsip8,ku7chip8
巴哥,pa-ko,25,pa-ko,pa1ko1,pa1ko1
布丁,pòo-ting,25,pò͘-teng,poo3ting1,poo3teng1
布陣,pòo-tīn,25,pò͘-tīn,poo3tin7,poo3tin7
帆船,phâng-tsûn,25,phâng-chûn,phang5tsun5,phang5chun5
幌壺,hàinn-ôo,25,hàiⁿ-ô͘,hainn3oo5,hainn3oo5
弄舌,lāng-tsi̍h,25,lāng-chi̍h,lang7tsih8,lang7chih8
彈劾,tân-hik,25,tân-hek,tan5hik4,tan5hek4
彗星,huī-tshinn,25,hūi-chhiⁿ,hui7tshinn1,hui7chhinn1
影迷,iánn-bê,25,iáⁿ-bê,iann2be5,iann2be5
後跤,āu-kha,25,āu-kha,au7kha1,au7kha1
得分,tit-hun,25,tit-hun,tit4hun1,tit4hun1
徛槳,khiā-tsiúnn,25,khiā-chiúⁿ,khia7tsiunn2,khia7chiunn2
徛琴,hah-phuh,25,hah-phuh,hah4phuh4,hah4phuh4
徛琴,khiā-khîm,25,khiā-khîm,khia7khim5,khia7khim5
復刻,ho̍k-khik,25,ho̍k-khek,hok8khik4,hok8khek4
快送,khuài-sàng,25,khoài-sàng,khuai3sang3,khoai3sang3
惡地,ok-tē,25,ok-tē,ok4te7,ok4te7
慢分,bān-hun,25,bān-hun,ban7hun1,ban7hun1
懸球,kuân-kiû,25,koân-kiû,kuan5kiu5,koan5kiu5
截圖,tsia̍t-tôo,25,chia̍t-tô͘,tsiat8too5,chiat8too5
房貸,pâng-tāi,25,pâng-tāi,pang5tai7,pang5tai7
手球,tshiú-kiû,25,chhiú-kiû,tshiu2kiu5,chhiu2kiu5
打席,tánn-sik,25,táⁿ-sek,tann2sik4,tann2sek4
打擊,tánn-kik,25,táⁿ-kek,tann2kik4,tann2kek4
打數,tánn-sòo,25,táⁿ-sò͘,tann2soo3,tann2soo3
打點,tánn-tiám,25,táⁿ-tiám,tann2tiam2,tann2tiam2
承球,sîn-kiû,25,sîn-kiû,sin5kiu5,sin5kiu5
投手,tâu-tshiú,25,tâu-chhiú,tau5tshiu2,tau5chhiu2
抹匙,buah-sî,25,boah-sî,buah4si5,boah4si5
抹茶,buah-tê,25,boah-tê,buah4te5,boah4te5
抹面,buah-bīn,25,boah-bīn,buah4bin7,boah4bin7
抾線,khioh-suànn,25,khioh-sòaⁿ,khioh4suann3,khioh4soann3
拖選,thua-suán,25,thoa-soán,thua1suan2,thoa1soan2
拜登,pài-ting,25,pài-teng,pai3ting1,pai3teng1
拳法,kûn-huat,25,kûn-hoat,kun5huat4,kun5hoat4
拿鐵,la-thé,25,la-thé,la1the2,la1the2
持妝,tshî-tsong,25,chhî-chong,tshi5tsong1,chhi5chong1
挵球,lòng-kiû,25,lòng-kiû,long3kiu5,long3kiu5
捕手,póo-tshiú,25,pó͘-chhiú,poo2tshiu2,poo2chhiu2
捕殺,póo-sat,25,pó͘-sat,poo2sat4,poo2sat4
捕逸,póo-i̍k,25,pó͘-e̍k,poo2ik8,poo2ek8
捘卵,tsūn-nn̄g,25,chūn-nn̄g,tsun7nng7,chun7nng7
捲條,kńg-tiâu,25,kńg-tiâu,kng2tiau5,kng2tiau5
授權,siū-khuân,25,siū-khoân,siu7khuan5,siu7khoan5
掠夯,lia̍h-giâ,25,lia̍h-giâ,liah8gia5,liah8gia5
接球,tsiap-kiû,25,chiap-kiû,tsiap4kiu5,chiap4kiu5
推進,thui-tsín,25,thui-chín,thui1tsin2,thui1chin2
掰會,pué-huē,25,póe-hōe,pue2hue7,poe2hoe7
換逝,uānn-tsuā,25,ōaⁿ-chōa,uann7tsua7,oann7choa7
揤鈕,tshi̍h-liú,25,chhi̍h-liú,tshih8liu2,chhih8liu2
揹摔,phāinn-siak,25,phāiⁿ-siak,phainn7siak4,phainn7siak4
搖桿,iô-kuáinn,25,iô-koáiⁿ,io5kuainn2,io5koainn2
搜揣,tshiau-tshuē,25,chhiau-chhōe,tshiau1tshue7,chhiau1chhoe7
搜揣,tshiau-tshē,25,chhiau-chhē,tshiau1tshe7,chhiau1chhe7
搭粉,tah-hún,25,tah-hún,tah4hun2,tah4hun2
摃球,kòng-kiû,25,kòng-kiû,kong3kiu5,kong3kiu5
摔技,siak-ki,25,siak-ki,siak4ki1,siak4ki1
摔法,siak-huat,25,siak-hoat,siak4huat4,siak4hoat4
摸著,bong-tio̍h,25,bong-tio̍h,bong1tioh8,bong1tioh8
擊劍,kik-kiàm,25,kek-kiàm,kik4kiam3,kek4kiam3
擊球,kik-kiû,25,kek-kiû,kik4kiu5,kek4kiu5
擋皺,tòng-jiâu,25,tòng-jiâu,tong3jiau5,tong3jiau5
擋皺,tòng-liâu,25,tòng-liâu,tong3liau5,tong3liau5
攀岩,phan-giâm,25,phan-giâm,phan1giam5,phan1giam5
攔閘,nuâ-tsa̍h,25,nôa-cha̍h,nua5tsah8,noa5chah8
收賄,siu-hué,25,siu-hóe,siu1hue2,siu1hoe2
放箭,pàng-tsìnn,25,pàng-chìⁿ,pang3tsinn3,pang3chinn3
敗投,pāi-tâu,25,pāi-tâu,pai7tau5,pai7tau5
散打,sàn-tánn,25,sàn-táⁿ,san3tann2,san3tann2
敬遠,kìng-uán,25,kèng-oán,king3uan2,keng3oan2
斜體,tshiâ-thé,25,chhiâ-thé,tshia5the2,chhia5the2
斷食,tn̄g-si̍t,25,tn̄g-si̍t,tng7sit8,tng7sit8
早鳥,tsá-niáu,25,chá-niáu,tsa2niau2,cha2niau2
明膠,bîng-ka,25,bêng-ka,bing5ka1,beng5ka1
晉級,tsìn-kip,25,chìn-kip,tsin3kip4,chin3kip4
暖男,luán-lâm,25,loán-lâm,luan2lam5,loan2lam5
暗擊,àm-kik,25,àm-kek,am3kik4,am3kek4
暗碼,àm-bé,25,àm-bé,am3be2,am3be2
暴傳,po̍k-thuân,25,po̍k-thoân,pok8thuan5,pok8thoan5
暴投,po̍k-tâu,25,po̍k-tâu,pok8tau5,pok8tau5
曲球,khiau-kiû,25,khiau-kiû,khiau1kiu5,khiau1kiu5
書籤,su-tshiam,25,su-chhiam,su1tshiam1,su1chhiam1
書籤,tsu-tshiam,25,chu-chhiam,tsu1tshiam1,chu1chhiam1
書迷,tsu-bê,25,chu-bê,tsu1be5,chu1be5
木球,bo̍k-kiû,25,bo̍k-kiû,bok8kiu5,bok8kiu5
松露,siông-lōo,25,siông-lō͘,siong5loo7,siong5loo7
板球,pán-kiû,25,pán-kiû,pan2kiu5,pan2kiu5
果凍,kó-tàng,25,kó-tàng,ko2tang3,ko2tang3
果膠,kó-ka,25,kó-ka,ko2ka1,ko2ka1
枝豆,ki-tāu,25,ki-tāu,ki1tau7,ki1tau7
柔術,jiû-su̍t,25,jiû-su̍t,jiu5sut8,jiu5sut8
柔道,jiû-tō,25,jiû-tō,jiu5to7,jiu5to7
柴狗,tshâ-káu,25,chhâ-káu,tsha5kau2,chha5kau2
栓窒,sng-that,25,sng-that,sng1that4,sng1that4
桌球,toh-kiû,25,toh-kiû,toh4kiu5,toh4kiu5
桌遊,toh-iû,25,toh-iû,toh4iu5,toh4iu5
條碼,tiâu-bé,25,tiâu-bé,tiau5be2,tiau5be2
棍術,kùn-su̍t,25,kùn-su̍t,kun3sut8,kun3sut8
棒球,pāng-kiû,25,pāng-kiû,pang7kiu5,pang7kiu5
棗仔,tsó-á,25,chó-á,tso2a2,cho2a2
棲地,tshe-tuē,25,chhe-tōe,tshe1tue7,chhe1toe7
棲地,tshe-tē,25,chhe-tē,tshe1te7,chhe1te7
椰果,iâ-kó,25,iâ-kó,ia5ko2,ia5ko2
椰漿,iâ-tsiunn,25,iâ-chiuⁿ,ia5tsiunn1,ia5chiunn1
槌球,thuî-kiû,25,thûi-kiû,thui5kiu5,thui5kiu5
槍術,tshiunn-su̍t,25,chhiuⁿ-su̍t,tshiunn1sut8,chhiunn1sut8
槓鈴,kǹg-lîng,25,kǹg-lêng,kng3ling5,kng3leng5
標槍,pio-tshiunn,25,pio-chhiuⁿ,pio1tshiunn1,pio1chhiunn1
標題,piau-tuê,25,piau-tôe,piau1tue5,piau1toe5
標題,piau-tê,25,piau-tê,piau1te5,piau1te5
模板,bôo-pán,25,bô͘-pán,boo5pan2,boo5pan2
樹掛,tshiū-kuà,25,chhiū-kòa,tshiu7kua3,chhiu7koa3
橋牌,kiô-pâi,25,kiô-pâi,kio5pai5,kio5pai5
檢視,kiám-sī,25,kiám-sī,kiam2si7,kiam2si7
歇暝,hioh-mê,25,hioh-mê,hioh4me5,hioh4me5
歇暝,hioh-mî,25,hioh-mî,hioh4mi5,hioh4mi5
正向,tsiànn-hiòng,25,chiàⁿ-hiòng,tsiann3hiong3,chiann3hiong3
正子,tsiànn-jí,25,chiàⁿ-jí,tsiann3ji2,chiann3ji2
正子,tsiànn-lí,25,chiàⁿ-lí,tsiann3li2,chiann3li2
正投,tsiànn-tâu,25,chiàⁿ-tâu,tsiann3tau5,chiann3tau5
正拍,tsiànn-phah,25,chiàⁿ-phah,tsiann3phah4,chiann3phah4
正支,tsiànn-ki,25,chiàⁿ-ki,tsiann3ki1,chiann3ki1
正齒,tsiànn-khí,25,chiàⁿ-khí,tsiann3khi2,chiann3khi2
武術,bú-su̍t,25,bú-su̍t,bu2sut8,bu2sut8
歹球,pháinn-kiû,25,pháiⁿ-kiû,phainn2kiu5,phainn2kiu5
殘壘,tsân-luí,25,chân-lúi,tsan5lui2,chan5lui2
段位,tuānn-uī,25,tōaⁿ-ūi,tuann7ui7,toann7ui7
段落,tuānn-lo̍h,25,tōaⁿ-lo̍h,tuann7loh8,toann7loh8
殺球,sat-kiû,25,sat-kiû,sat4kiu5,sat4kiu5
