hanzi,tl,frequency,poj
thiàn-tòo,thiàn-tòo,25,thiàn-tò͘
tshì-sìr,tshì-sìr,25,chhì-sìr
tshì-sù,tshì-sù,25,chhì-sù
táng-lóo,táng-lóo,25,táng-ló͘
tōo-né,tōo-né,25,tō͘-né
uá-hòo,uá-hòo,25,óa-hò͘
䖙捒,the-sak,25,the-sak
一勝,it-sìng,25,it-sèng
三殺,sann-sat,25,saⁿ-sat
上壘,tsiūnn-luí,25,chiūⁿ-lúi
上籃,tsiūnn-nâ,25,chiūⁿ-nâ
下載,hā-tsài,25,hā-chài
並枕,phīng-tsím,25,phēng-chím
中人,tiong-lâng,25,tiong-lâng
中場,tiong-tiûnn,25,tiong-tiûⁿ
中子,tiong-jí,25,tiong-jí
中子,tiong-lí,25,tiong-lí
中線,tiong-suànn,25,tiong-sòaⁿ
中鋒,tiong-hong,25,tiong-hong
乳液,jú-i̍k,25,jú-e̍k
乳液,lú-i̍k,25,lú-e̍k
人熊,lâng-hîm,25,lâng-hîm
人陣,lâng-tīn,25,lâng-tīn
介面,kài-bīn,25,kài-bīn
仙楂,sian-tsa,25,sian-cha
侵蝕,tshim-si̍t,25,chhim-si̍t
俗麭,sio̍k-pháng,25,sio̍k-pháng
保溼,pó-sip,25,pó-sip
保送,pó-sàng,25,pó-sàng
修容,siu-iông,25,siu-iông
倒子,tò-jí,25,tò-jí
倒子,tò-lí,25,tò-lí
倫敦,lûn-tun,25,lûn-tun
健力,kiān-li̍k,25,kiān-le̍k
健美,kiān-bí,25,kiān-bí
偶像,ngóo-siōng,25,ngó͘-siōng
備份,pī-hūn,25,pī-hūn
傭兵,iông-ping,25,iông-peng
優格,iu-keh,25,iu-keh
光面,kng-bīn,25,kng-bīn
入數,ji̍p-siàu,25,ji̍p-siàu
入數,li̍p-siàu,25,li̍p-siàu
內建,luē-kiàn,25,lōe-kiàn
內文,lāi-bûn,25,lāi-bûn
內野,lāi-iá,25,lāi-iá
全妝,tsuân-tsong,25,choân-chong
全馬,tsuân-má,25,choân-má
全麥,tsuân-be̍h,25,choân-be̍h
八角,peh-kak,25,peh-kak
八角,pueh-kak,25,poeh-kak
公論,kong-lūn,25,kong-lūn
冊迷,tsheh-bê,25,chheh-bê
冰壺,ping-ôo,25,peng-ô͘
冰沙,ping-sua,25,peng-soa
冰磚,ping-tsng,25,peng-chng
冰糖,ping-thn̂g,25,peng-thn̂g
冷麵,líng-mī,25,léng-mī
凝霜,gîng-song,25,gêng-song
凝露,gîng-lōo,25,gêng-lō͘
刀術,to-su̍t,25,to-su̍t
分道,pun-tō,25,pun-tō
分頁,hun-ia̍h,25,hun-ia̍h
划船,kò-tsûn,25,kò-chûn
刣掉,thâi-tiāu,25,thâi-tiāu
利劍,lāi-kiàm,25,lāi-kiàm
刪除,san-tî,25,san-tî
刪除,san-tû,25,san-tû
制衡,tsè-hîng,25,chè-hêng
剪接,tsián-tsiap,25,chián-chiap
剪輯,tsián-tsi̍p,25,chián-chi̍p
劍術,kiàm-su̍t,25,kiàm-su̍t
加碼,ka-bé,25,ka-bé
勼排,kiu-pâi,25,kiu-pâi
匿名,li̍k-miâ,25,le̍k-miâ
半勝,puànn-sìng,25,pòaⁿ-sèng
半馬,puànn-má,25,pòaⁿ-má
協作,hia̍p-tsok,25,hia̍p-chok
南刀,lâm-to,25,lâm-to
南拳,lâm-kûn,25,lâm-kûn
南棍,lâm-kùn,25,lâm-kùn
卡粉,kha̍h-hún,25,kha̍h-hún
卵塔,nn̄g-thah,25,nn̄g-thah
卸妝,sià-tsong,25,sià-chong
厚妝,kāu-tsong,25,kāu-chong
厝貸,tshù-tāi,25,chhù-tāi
口座,kháu-tsō,25,kháu-chō
口碑,kháu-pi,25,kháu-pi
可送,khó-sòng,25,khó-sòng
司康,sir-kóng,25,sir-kóng
司康,su-kóng,25,su-kóng
合球,ha̍p-kiû,25,ha̍p-kiû
吊環,tiàu-khuân,25,tiàu-khoân
同步,tông-pōo,25,tông-pō͘
和絃,hô-hiân,25,hô-hiân
咖哩,ka-lí,25,ka-lí
品勢,phín-sè,25,phín-sè
啞鈴,à-lîng,25,à-lêng
啟用,khé-iōng,25,khé-iōng
單巡,tuann-sûn,25,toaⁿ-sûn
單打,tan-tánn,25,tan-táⁿ
單槓,tan-kǹg,25,tan-kǹg
回合,huê-ha̍p,25,hôe-ha̍p
回合,hê-ha̍p,25,hê-ha̍p
回沖,huê-tshiong,25,hôe-chhiong
回沖,hê-tshiong,25,hê-chhiong
圍棋,uî-kî,25,ûi-kî
圖示,tôo-sī,25,tô͘-sī
團體,thuân-thé,25,thoân-thé
地板,tuē-pán,25,tōe-pán
地板,tē-pán,25,tē-pán
坦邊,thán-pinn,25,thán-piⁿ
墜機,tuī-ki,25,tūi-ki
壁球,piah-kiû,25,piah-kiû
壓制,ap-tsè,25,ap-chè
壘包,luí-pau,25,lúi-pau
壘球,luí-kiû,25,lúi-kiû
壯遊,tsōng-iû,25,chōng-iû
壺鈴,ôo-lîng,25,ô͘-lêng
外遇,guā-gū,25,gōa-gū
外野,guā-iá,25,gōa-iá
大寫,tuā-siá,25,tōa-siá
大骨,tuā-kut,25,tōa-kut
大麥,tuā-be̍h,25,tōa-be̍h
失事,sit-sū,25,sit-sū
奈米,nāi-bí,25,nāi-bí
奕手,ī-tshiú,25,ī-chhiú
奕跤,ī-kha,25,ī-kha
套用,thò-iōng,25,thò-iōng
套路,thò-lōo,25,thò-lō͘
奶泡,ling-pho,25,leng-pho
奶泡,ni-pho,25,ni-pho
奶酒,ling-tsiú,25,leng-chiú
奶酒,ni-tsiú,25,ni-chiú
好球,hó-kiû,25,hó-kiû
字元,jī-guân,25,jī-goân
字元,lī-guân,25,lī-goân
存檔,tsûn-tóng,25,chûn-tóng
安入,an-ji̍p,25,an-ji̍p
安入,an-li̍p,25,an-li̍p
安打,an-tánn,25,an-táⁿ
定妝,tīng-tsong,25,tēng-chong
室友,sik-iú,25,sek-iú
寄付,kià-hù,25,kià-hù
寄罪,kià-tsuē,25,kià-chōe
密碼,bi̍t-bé,25,bi̍t-bé
射擊,siā-kik,25,siā-kek
射正,siā-tsiànn,25,siā-chiàⁿ
射箭,siā-tsìnn,25,siā-chìⁿ
射門,siā-mn̂g,25,siā-mn̂g
對拍,tuì-phah,25,tùi-phah
小寫,sió-siá,25,sió-siá
山友,suann-iú,25,soaⁿ-iú
山球,suann-kiû,25,soaⁿ-kiû
山竹,suann-tik,25,soaⁿ-tek
崁名,khàm-miâ,25,khàm-miâ
巨集,kī-tsi̍p,25,kī-chi̍p
巨集,kū-tsi̍p,25,kū-chi̍p
巴哥,pa-ko,25,pa-ko
布丁,pòo-ting,25,pò͘-teng
帆船,phâng-tsûn,25,phâng-chûn
幌壺,hàinn-ôo,25,hàiⁿ-ô͘
弄舌,lāng-tsi̍h,25,lāng-chi̍h
彈劾,tân-hik,25,tân-hek
彗星,huī-tshenn,25,hūi-chheⁿ
彗星,huī-tshinn,25,hūi-chhiⁿ
影迷,iánn-bê,25,iáⁿ-bê
得分,tit-hun,25,tit-hun
徛槳,khiā-tsiúnn,25,khiā-chiúⁿ
徛琴,hah-phuh,25,hah-phuh
徛琴,khiā-khîm,25,khiā-khîm
復刻,ho̍k-khik,25,ho̍k-khek
復原,ho̍k-guân,25,ho̍k-goân
快送,khuài-sàng,25,khoài-sàng
惡地,ok-tē,25,ok-tē
慢分,bān-hun,25,bān-hun
截圖,tsia̍t-tôo,25,chia̍t-tô͘
房貸,pâng-tāi,25,pâng-tāi
手球,tshiú-kiû,25,chhiú-kiû
打擊,tánn-kik,25,táⁿ-kek
投手,tâu-tshiú,25,tâu-chhiú
抹匙,buah-sî,25,boah-sî
抹粉,buah-hún,25,boah-hún
抹茶,buah-tê,25,boah-tê
抹面,buah-bīn,25,boah-bīn
抾線,khioh-suànn,25,khioh-sòaⁿ
拖選,thua-suán,25,thoa-soán
拜登,pài-ting,25,pài-teng
拳法,kûn-huat,25,kûn-hoat
拿鐵,la-thé,25,la-thé
持妝,tshî-tsong,25,chhî-chong
挵球,lòng-kiû,25,lòng-kiû
捕手,póo-tshiú,25,pó͘-chhiú
捕殺,póo-sat,25,pó͘-sat
捘卵,tsūn-nn̄g,25,chūn-nn̄g
捲條,kńg-tiâu,25,kńg-tiâu
授權,siū-khuân,25,siū-khoân
排球,pâi-kiû,25,pâi-kiû
掠夯,lia̍h-giâ,25,lia̍h-giâ
掰會,pué-huē,25,póe-hōe
換逝,uānn-tsuā,25,ōaⁿ-chōa
揤鈕,tshi̍h-liú,25,chhi̍h-liú
揹摔,phāinn-siak,25,phāiⁿ-siak
搖桿,iô-kuáinn,25,iô-koáiⁿ
搜揣,tshiau-tshuē,25,chhiau-chhōe
搜揣,tshiau-tshē,25,chhiau-chhē
搭粉,tah-hún,25,tah-hún
摔技,siak-ki,25,siak-ki
摔法,siak-huat,25,siak-hoat
撞球,tōng-kiû,25,tōng-kiû
擊劍,kik-kiàm,25,kek-kiàm
擊球,kik-kiû,25,kek-kiû
擋皺,tòng-jiâu,25,tòng-jiâu
擋皺,tòng-liâu,25,tòng-liâu
攀岩,phan-giâm,25,phan-giâm
攔閘,nuâ-tsa̍h,25,nôa-cha̍h
收賄,siu-hué,25,siu-hóe
放箭,pàng-tsìnn,25,pàng-chìⁿ
散打,sàn-tánn,25,sàn-táⁿ
斜體,tshiâ-thé,25,chhiâ-thé
斷食,tn̄g-si̍t,25,tn̄g-si̍t
早鳥,tsá-niáu,25,chá-niáu
明膠,bîng-ka,25,bêng-ka
晉級,tsìn-kip,25,chìn-kip
暖男,luán-lâm,25,loán-lâm
暗影,àm-iánn,25,àm-iáⁿ
暗擊,àm-kik,25,àm-kek
暗碼,àm-bé,25,àm-bé
更新,king-sin,25,keng-sin
書籤,su-tshiam,25,su-chhiam
書籤,tsu-tshiam,25,chu-chhiam
書迷,tsu-bê,25,chu-bê
木球,bo̍k-kiû,25,bo̍k-kiû
松露,siông-lōo,25,siông-lō͘
板球,pán-kiû,25,pán-kiû
果凍,kó-tàng,25,kó-tàng
果膠,kó-ka,25,kó-ka
枝豆,ki-tāu,25,ki-tāu
柔術,jiû-su̍t,25,jiû-su̍t
柔道,jiû-tō,25,jiû-tō
柴狗,tshâ-káu,25,chhâ-káu
栓窒,sng-that,25,sng-that
栗子,la̍t-tsí,25,la̍t-chí
核心,hi̍k-sim,25,he̍k-sim
核桃,hu̍t-thô,25,hu̍t-thô
格式,keh-sik,25,keh-sek
桌球,toh-kiû,25,toh-kiû
桌遊,toh-iû,25,toh-iû
桔仔,kiat-á,25,kiat-á
梅仔,muê-á,25,môe-á
梅仔,m̂-á,25,m̂-á
條碼,tiâu-bé,25,tiâu-bé
棍術,kùn-su̍t,25,kùn-su̍t
棒球,pāng-kiû,25,pāng-kiû
棗仔,tsó-á,25,chó-á
棲地,tshe-tuē,25,chhe-tōe
棲地,tshe-tē,25,chhe-tē
椰果,iâ-kó,25,iâ-kó
椰漿,iâ-tsiunn,25,iâ-chiuⁿ
槌球,thuî-kiû,25,thûi-kiû
槍術,tshiunn-su̍t,25,chhiuⁿ-su̍t
槓鈴,kǹg-lîng,25,kǹg-lêng
標槍,pio-tshiunn,25,pio-chhiuⁿ
標題,phiau-tuê,25,phiau-tôe
標題,phiau-tê,25,phiau-tê
標題,piau-tuê,25,piau-tôe
標題,piau-tê,25,piau-tê
模板,bôo-pán,25,bô͘-pán
樹掛,tshiū-kuà,25,chhiū-kòa
橄欖,kan-ná,25,kan-ná
橋牌,kiô-pâi,25,kiô-pâi
檢視,kiám-sī,25,kiám-sī
歇暝,hioh-mê,25,hioh-mê
歇暝,hioh-mî,25,hioh-mî
正子,tsiànn-jí,25,chiàⁿ-jí
正子,tsiànn-lí,25,chiàⁿ-lí
正齒,tsiànn-khí,25,chiàⁿ-khí
武術,bú-su̍t,25,bú-su̍t
歹球,pháinn-kiû,25,pháiⁿ-kiû
段位,tuānn-uī,25,tōaⁿ-ūi
段落,tuānn-lo̍h,25,tōaⁿ-lo̍h
殺球,sat-kiû,25,sat-kiû
毛筅,mn̂g-tshíng,25,mn̂g-chhéng
毛豆,môo-tāu,25,mô͘-tāu
氣糋,khì-tsìnn,25,khì-chìⁿ
水球,tsuí-kiû,25,chúi-kiû
水蓮,tsuí-liân,25,chúi-liân
水螅,tsuí-sik,25,chúi-sek
水豬,tsuí-ti,25,chúi-ti
水豬,tsuí-tu,25,chúi-tu
決賽,kuat-sài,25,koat-sài
沙拉,sa-la,25,sa-la
河內,hô-luē,25,hô-lōe
油鯃,iû-ngôo,25,iû-ngô͘
法鬥,huat-tàu,25,hoat-tàu
泛舟,huàn-tsiu,25,hoàn-chiu
泡芙,phàu-hû,25,phàu-hû
泰拳,thài-kûn,25,thài-kûn
浮粉,phû-hún,25,phû-hún
浸油,tsìm-iû,25,chìm-iû
液化,i̍k-huà,25,e̍k-hòa
涼麵,liâng-mī,25,liâng-mī
淋巴,lîm-pa,25,lîm-pa
淡斑,tām-pan,25,tām-pan
深跍,tshim-khû,25,chhim-khû
游標,iû-phiau,25,iû-phiau
游標,iû-piau,25,iû-piau
湯餃,thng-kiáu,25,thng-kiáu
滑鼠,ku̍t-tshí,25,ku̍t-chhí
滑鼠,ku̍t-tshú,25,ku̍t-chhú
滾輪,kún-lûn,25,kún-lûn
漸層,tsiām-tsân,25,chiām-chân
澄清,tîng-tshing,25,têng-chheng
灌籃,kuàn-nâ,25,koàn-nâ
火腿,hué-thuí,25,hóe-thúi
火腿,hé-thuí,25,hé-thúi
炊飯,tshe-pn̄g,25,chhe-pn̄g
炊飯,tshue-pn̄g,25,chhoe-pn̄g
烏麥,oo-be̍h,25,o͘-be̍h
烘焙,hang-puē,25,hang-pōe
烘焙,hang-pē,25,hang-pē
烘箱,hang-siunn,25,hang-siuⁿ
烘雞,hang-ke,25,hang-ke
烘雞,hang-kue,25,hang-koe
焐卡,ù-khah,25,ù-khah
焙果,puē-kó,25,pōe-kó
焙果,pē-kó,25,pē-kó
焙茶,puē-tê,25,pōe-tê
焙茶,pē-tê,25,pē-tê
焦距,tsiau-kī,25,chiau-kī
焦距,tsiau-kū,25,chiau-kū
煎包,tsian-pau,25,chian-pau
煎餅,tsian-piánn,25,chian-piáⁿ
煙雞,ian-ke,25,ian-ke
煙雞,ian-kue,25,ian-koe
煮食,tsú-tsia̍h,25,chú-chia̍h
熊市,hîm-tshī,25,hîm-chhī
熱量,jia̍t-liōng,25,jia̍t-liōng
熱量,lia̍t-liōng,25,lia̍t-liōng
熱點,jia̍t-tiám,25,jia̍t-tiám
熱點,lia̍t-tiám,25,lia̍t-tiám
熱齒,jia̍t-khí,25,jia̍t-khí
燕麥,iàn-be̍h,25,iàn-be̍h
牚夯,thènn-giâ,25,thèⁿ-giâ
牚夯,thìnn-giâ,25,thìⁿ-giâ
牛市,gû-tshī,25,gû-chhī
牛棚,gû-pênn,25,gû-pêⁿ
牛棚,gû-pînn,25,gû-pîⁿ
犯規,huān-kui,25,hoān-kui
狐獴,hôo-bông,25,hô͘-bông
狒狒,huì-huì,25,hùi-hùi
猴珠,kâu-tsu,25,kâu-chu
珠光,tsu-kng,25,chu-kng
球迷,kiû-bê,25,kiû-bê
甘地,kam-tī,25,kam-tī
甜菜,tinn-tshài,25,tiⁿ-chhài
田徑,tiân-kìng,25,tiân-kèng
甲烷,kah-uân,25,kah-oân
甲醇,kah-sûn,25,kah-sûn
留話,lâu-uē,25,lâu-ōe
番鼠,huan-tshí,25,hoan-chhí
番鼠,huan-tshú,25,hoan-chhú
畫素,uē-sòo,25,ōe-sò͘
畫素,uī-sòo,25,ūi-sò͘
畫質,uē-tsit,25,ōe-chit
畫質,uī-tsit,25,ūi-chit
病尾,pēnn-bué,25,pēⁿ-bóe
病尾,pēnn-bé,25,pēⁿ-bé
登入,ting-ji̍p,25,teng-ji̍p
登出,ting-tshut,25,teng-chhut
發球,huat-kiû,25,hoat-kiû
白醬,pe̍h-tsiùnn,25,pe̍h-chiùⁿ
盜壘,tō-luí,25,tō-lúi
監交,kàm-kau,25,kàm-kau
盤舌,puânn-tsi̍h,25,pôaⁿ-chi̍h
目巡,ba̍k-sûn,25,ba̍k-sûn
目彩,ba̍k-tshái,25,ba̍k-chhái
直播,ti̍t-pò,25,ti̍t-pò
相偃,sio-ián,25,sio-ián
眼影,gán-iánn,25,gán-iáⁿ
眼膜,gán-mo̍oh,25,gán-mo̍͘h
眼霜,gán-song,25,gán-song
短跑,té-pháu,25,té-pháu
石滬,tsio̍h-hōo,25,chio̍h-hō͘
矽砂,si̍k-sua,25,se̍k-soa
硩線,teh-suànn,25,teh-sòaⁿ
硬夯,ngē-giâ,25,ngē-giâ
硬夯,ngī-giâ,25,ngī-giâ
硬體,ngē-thé,25,ngē-thé
硬體,ngī-thé,25,ngī-thé
磕網,kha̍p-bāng,25,kha̍p-bāng
社畜,siā-thiok,25,siā-thiok
移工,î-kang,25,î-kang
競行,kìng-kiânn,25,kèng-kiâⁿ
競行,kīng-kiânn,25,kēng-kiâⁿ
笑痕,tshiò-hûn,25,chhiò-hûn
笑豆,tshiò-tāu,25,chhiò-tāu
箭靶,tsìnn-pé,25,chìⁿ-pé
篩選,thai-suán,25,thai-soán
籃球,nâ-kiû,25,nâ-kiû
米線,bí-suànn,25,bí-sòaⁿ
粉刺,hún-tshì,25,hún-chhì
粉底,hún-tué,25,hún-tóe
粉底,hún-té,25,hún-té
粉條,hún-tiâu,25,hún-tiâu
粉肝,hún-kuann,25,hún-koaⁿ
粉腸,hún-tn̂g,25,hún-tn̂g
粉腸,hún-tshiâng,25,hún-chhiâng
粉膏,hún-ko,25,hún-ko
粉餅,hún-piánn,25,hún-piáⁿ
粗體,tshoo-thé,25,chho͘-thé
粿仔,ké-á,25,ké-á
糋路,tsìnn-lōo,25,chìⁿ-lō͘
糖霜,thn̂g-sng,25,thn̂g-sng
紅牌,âng-pâi,25,âng-pâi
紅醬,âng-tsiùnn,25,âng-chiùⁿ
紋斑,bûn-pan,25,bûn-pan
級差,kip-tsha,25,kip-chha
素肉,sòo-bah,25,sò͘-bah
素顏,sòo-gân,25,sò͘-gân
組手,tsoo-tshiú,25,cho͘-chhiú
網址,bāng-tsí,25,bāng-chí
網球,bāng-kiû,25,bāng-kiû
網紅,bāng-âng,25,bāng-âng
網衝,bāng-tshìng,25,bāng-chhèng
緩刑,uān-hîng,25,oān-hêng
縮圖,sok-tôo,25,sok-tô͘
總匯,tsóng-huē,25,chóng-hōe
罰球,hua̍t-kiû,25,hoa̍t-kiû
美白,bí-pe̍h,25,bí-pe̍h
翻糖,huan-thn̂g,25,hoan-thn̂g
老妝,lāu-tsong,25,lāu-chong
老茶,lāu-tê,25,lāu-tê
考古,khó-kóo,25,khó-kó͘
考銃,khó-tshìng,25,khó-chhèng
耳機,hī-ki,25,hī-ki
耳機,hīnn-ki,25,hīⁿ-ki
職場,tsit-tiûnn,25,chit-tiûⁿ
聽牌,thiann-pâi,25,thiaⁿ-pâi
肉桂,jio̍k-kuì,25,jio̍k-kùi
肉桂,lio̍k-kuì,25,lio̍k-kùi
胡桃,ôo-thô,25,ô͘-thô
胭脂,ian-tsi,25,ian-chi
脂肪,tsi-hong,25,chi-hong
脆球,tshè-kiû,25,chhè-kiû
脫單,thuat-tuann,25,thoat-toaⁿ
腰果,io-kó,25,io-kó
腹地,pak-tuē,25,pak-tōe
腹地,pak-tē,25,pak-tē
腿捒,thuí-sak,25,thúi-sak
腿法,thuí-huat,25,thúi-hoat
膠質,ka-tsit,25,ka-chit
膨粉,phòng-hún,25,phòng-hún
臍帶,tsâi-tuà,25,châi-tòa
航線,hâng-suànn,25,hâng-sòaⁿ
船桮,tsûn-pe,25,chûn-pe
船桮,tsûn-pue,25,chûn-poe
船槳,tsûn-tsiúnn,25,chûn-chiúⁿ
色票,sik-phiò,25,sek-phiò
色素,sik-sòo,25,sek-sò͘
芋泥,ōo-nî,25,ō͘-nî
花椒,hua-tsio,25,hoa-chio
花椒,hue-tsio,25,hoe-chio
芳料,phang-liāu,25,phang-liāu
茶凍,tê-tàng,25,tê-tàng
落妝,lak-tsong,25,lak-chong
蒲燒,pôo-sio,25,pô͘-sio
蒸餾,tsing-liū,25,cheng-liū
蓄水,thiok-tsuí,25,thiok-chúi
蕨貓,keh-niau,25,keh-niau
蕨貓,kueh-niau,25,koeh-niau
薄妝,po̍h-tsong,25,po̍h-chong
薰雞,hun-ke,25,hun-ke
薰雞,hun-kue,25,hun-koe
藍牙,nâ-gê,25,nâ-gê
藍莓,nâ-m̂,25,nâ-m̂
藏獒,tsōng-ngôo,25,chōng-ngô͘
藤球,tîn-kiû,25,tîn-kiû
虎鯨,hóo-king,25,hó͘-keng
蝦皮,he-phî,25,he-phî
螢幕,îng-bōo,25,êng-bō͘
血油,hueh-iû,25,hoeh-iû
血油,huih-iû,25,huih-iû
血角,hueh-kak,25,hoeh-kak
行拳,kiânn-kûn,25,kiâⁿ-kûn
街友,ke-iú,25,ke-iú
街友,kue-iú,25,koe-iú
街舞,ke-bú,25,ke-bú
街舞,kue-bú,25,koe-bú
衝湧,tshiong-íng,25,chhiong-éng
表單,pió-tuann,25,pió-toaⁿ
裁判,tshâi-phuànn,25,chhâi-phòaⁿ
製程,tsè-thîng,25,chè-thêng
複製,ho̍k-tsè,25,ho̍k-chè
視窗,sī-thang,25,sī-thang
角球,kak-kiû,25,kak-kiû
角球,khòo-nah,25,khò͘-nah
角膜,kak-mo̍oh,25,kak-mo̍͘h
觱卡,pi-khah,25,pi-khah
設定,siat-tīng,25,siat-tēng
論壇,lūn-tuânn,25,lūn-tôaⁿ
讀取,tho̍k-tshí,25,tho̍k-chhí
讀取,tho̍k-tshú,25,tho̍k-chhú
豁免,hat-bián,25,hat-bián
豆包,tāu-pau,25,tāu-pau
豆枝,tāu-ki,25,tāu-ki
豆皮,tāu-phuê,25,tāu-phôe
豆皮,tāu-phê,25,tāu-phê
豆雞,tāu-ke,25,tāu-ke
豆雞,tāu-kue,25,tāu-koe
象棋,tshiūnn-kî,25,chhiūⁿ-kî
貼圖,tah-tôo,25,tah-tô͘
贊助,tsàn-tsōo,25,chàn-chō͘
赤砂,tshiah-sua,25,chhiah-soa
超馬,tshiau-má,25,chhiau-má
越位,ua̍t-uī,25,oa̍t-ūi
趨冰,tshu-ping,25,chhu-peng
趨枋,tshu-pang,25,chhu-pang
趨水,tshu-tsuí,25,chhu-chúi
跑者,pháu-tsiá,25,pháu-chiá
跑酷,pháu-khok,25,pháu-khok
跤球,kha-kiû,25,kha-kiû
跨年,khuà-nî,25,khòa-nî
跨欄,khuà-lân,25,khòa-lân
跳床,thiàu-tshn̂g,25,thiàu-chhn̂g
跳水,thiàu-tsuí,25,thiàu-chúi
跳遠,thiàu-hn̄g,25,thiàu-hn̄g
跳馬,thiàu-bé,25,thiàu-bé
踢拳,that-kûn,25,that-kûn
軍刀,kun-to,25,kun-to
軍棋,kun-kî,25,kun-kî
軍閥,kun-hua̍t,25,kun-hoa̍t
軟糖,nńg-thn̂g,25,nńg-thn̂g
軟轎,nńg-kiō,25,nńg-kiō
軟餅,nńg-piánn,25,nńg-piáⁿ
軟體,nńg-thé,25,nńg-thé
載入,tsài-ji̍p,25,chài-ji̍p
載入,tsài-li̍p,25,chài-li̍p
載具,tsài-khū,25,chài-khū
載具,tsài-kū,25,chài-kū
輕鐵,khin-thih,25,khin-thih
輝瑞,hui-suī,25,hui-sūi
轉翕,tsuán-hip,25,choán-hip
迒年,hānn-nî,25,hāⁿ-nî
追劇,tui-kio̍k,25,tui-kio̍k
追星,tui-tshenn,25,tui-chheⁿ
追星,tui-tshinn,25,tui-chhiⁿ
逝懸,tsuā-kuân,25,chōa-koân
逝距,tsuā-kī,25,chōa-kī
逝距,tsuā-kū,25,chōa-kū
連結,liân-kiat,25,liân-kiat
遊戲,iû-hì,25,iû-hì
運球,ūn-kiû,25,ūn-kiû
過濾,kuè-lī,25,kòe-lī
過濾,kè-lū,25,kè-lū
遏子,at-tsí,25,at-chí
遮罩,jia-tà,25,jia-tà
遮罩,jia-tàu,25,jia-tàu
選項,suán-hāng,25,soán-hāng
邊境,pian-kíng,25,pian-kéng
配套,phuè-thò,25,phòe-thò
配套,phè-thò,25,phè-thò
配送,phuè-sàng,25,phòe-sàng
配送,phè-sàng,25,phè-sàng
酥油,soo-iû,25,so͘-iû
酥皮,soo-phuê,25,so͘-phôe
酥皮,soo-phê,25,so͘-phê
酵母,kànn-bó,25,kàⁿ-bó
酵母,kànn-bú,25,kàⁿ-bú
酸豆,sng-tāu,25,sng-tāu
醣類,thn̂g-luī,25,thn̂g-lūi
釉皮,iu-phuê,25,iu-phôe
釉皮,iu-phê,25,iu-phê
重巡,tîng-sûn,25,têng-sûn
重播,tîng-pò,25,têng-pò
野手,iá-tshiú,25,iá-chhiú
野球,iá-kiû,25,iá-kiû
金棗,kim-tsó,25,kim-chó
金粉,kim-hún,25,kim-hún
釘鞋,ting-uê,25,teng-ôe
釘鞋,ting-ê,25,teng-ê
針織,tsiam-tsit,25,chiam-chit
鈍劍,tun-kiàm,25,tun-kiàm
鉛球,iân-kiû,25,iân-kiû
鉼頂,pín-tíng,25,pín-téng
鋒面,hong-bīn,25,hong-bīn
鋪文,phoo-bûn,25,pho͘-bûn
鍋貼,ko-tah,25,ko-tah
鎖舞,só-bú,25,só-bú
鏈球,liān-kiû,25,liān-kiû
鐵卵,thih-nn̄g,25,thih-nn̄g
鐵餅,thih-piánn,25,thih-piáⁿ
鑢卡,lù-khah,25,lù-khah
鑿花,tsha̍k-hue,25,chha̍k-hoe
長拳,tn̂g-kûn,25,tn̂g-kûn
長跑,tn̂g-pháu,25,tn̂g-pháu
