hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone
中人,tiong-lâng,25,tiong-lâng,tiong1lang5,tiong1lang5,tionglang,tionglang
中場,tiong-tiûnn,25,tiong-tiûⁿ,tiong1tiunn5,tiong1tiunn5,tiongtiunn,tiongtiunn
中子,tiong-jí,25,tiong-jí,tiong1ji2,tiong1ji2,tiongji,tiongji
中子,tiong-lí,25,tiong-lí,tiong1li2,tiong1li2,tiongli,tiongli
中線,tiong-suànn,25,tiong-sòaⁿ,tiong1suann3,tiong1soann3,tiongsuann,tiongsoann
中鋒,tiong-hong,25,tiong-hong,tiong1hong1,tiong1hong1,tionghong,tionghong
乳液,jú-i̍k,25,jú-e̍k,ju2ik8,ju2ek8,juik,juek
乳液,lú-i̍k,25,lú-e̍k,lu2ik8,lu2ek8,luik,luek
人熊,lâng-hîm,25,lâng-hîm,lang5him5,lang5him5,langhim,langhim
人陣,lâng-tīn,25,lâng-tīn,lang5tin7,lang5tin7,langtin,langtin
介面,kài-bīn,25,kài-bīn,kai3bin7,kai3bin7,kaibin,kaibin
仙楂,sian-tsa,25,sian-cha,sian1tsa1,sian1cha1,siantsa,siancha
侵蝕,tshim-si̍t,25,chhim-si̍t,tshim1sit8,chhim1sit8,tshimsit,chhimsit
俗麭,sio̍k-pháng,25,sio̍k-pháng,siok8phang2,siok8phang2,siokphang,siokphang
保溼,pó-sip,25,pó-sip,po2sip1,po2sip1,posip,posip
保送,pó-sàng,25,pó-sàng,po2sang3,po2sang3,posang,posang
修容,siu-iông,25,siu-iông,siu1iong5,siu1iong5,siuiong,siuiong
倒子,tò-jí,25,tò-jí,to3ji2,to3ji2,toji,toji
倒子,tò-lí,25,tò-lí,to3li2,to3li2,toli,toli
倫敦,lûn-tun,25,lûn-tun,lun5tun1,lun5tun1,luntun,luntun
健力,kiān-li̍k,25,kiān-le̍k,kian7lik8,kian7lek8,kianlik,kianlek
健美,kiān-bí,25,kiān-bí,kian7bi2,kian7bi2,kianbi,kianbi
偶像,ngóo-siōng,25,ngó͘-siōng,ngoo2siong7,ngoo2siong7,ngoosiong,ngoosiong
備份,pī-hūn,25,pī-hūn,pi7hun7,pi7hun7,pihun,pihun
傭兵,iông-ping,25,iông-peng,iong5ping1,iong5peng1,iongping,iongpeng
優格,iu-keh,25,iu-keh,iu1keh1,iu1keh1,iukeh,iukeh
光面,kng-bīn,25,kng-bīn,kng1bin7,kng1bin7,kngbin,kngbin
入數,ji̍p-siàu,25,ji̍p-siàu,jip8siau3,jip8siau3,jipsiau,jipsiau
入數,li̍p-siàu,25,li̍p-siàu,lip8siau3,lip8siau3,lipsiau,lipsiau
內建,luē-kiàn,25,lōe-kiàn,lue7kian3,loe7kian3,luekian,loekian
內文,lāi-bûn,25,lāi-bûn,lai7bun5,lai7bun5,laibun,laibun
內野,lāi-iá,25,lāi-iá,lai7ia2,lai7ia2,laiia,laiia
全妝,tsuân-tsong,25,choân-chong,tsuan5tsong1,choan5chong1,tsuantsong,choanchong
全馬,tsuân-má,25,choân-má,tsuan5ma2,choan5ma2,tsuanma,choanma
全麥,tsuân-be̍h,25,choân-be̍h,tsuan5beh8,choan5beh8,tsuanbeh,choanbeh
八角,peh-kak,25,peh-kak,peh1kak1,peh1kak1,pehkak,pehkak
八角,pueh-kak,25,poeh-kak,pueh1kak1,poeh1kak1,puehkak,poehkak
公論,kong-lūn,25,kong-lūn,kong1lun7,kong1lun7,konglun,konglun
冊迷,tsheh-bê,25,chheh-bê,tsheh1be5,chheh1be5,tshehbe,chhehbe
冰壺,ping-ôo,25,peng-ô͘,ping1oo5,peng1oo5,pingoo,pengoo
冰沙,ping-sua,25,peng-soa,ping1sua1,peng1soa1,pingsua,pengsoa
冰磚,ping-tsng,25,peng-chng,ping1tsng1,peng1chng1,pingtsng,pengchng
冰糖,ping-thn̂g,25,peng-thn̂g,ping1thng5,peng1thng5,pingthng,pengthng
冷麵,líng-mī,25,léng-mī,ling2mi7,leng2mi7,lingmi,lengmi
凝霜,gîng-song,25,gêng-song,ging5song1,geng5song1,gingsong,gengsong
凝露,gîng-lōo,25,gêng-lō͘,ging5loo7,geng5loo7,gingloo,gengloo
刀術,to-su̍t,25,to-su̍t,to1sut8,to1sut8,tosut,tosut
分道,pun-tō,25,pun-tō,pun1to7,pun1to7,punto,punto
分頁,hun-ia̍h,25,hun-ia̍h,hun1iah8,hun1iah8,huniah,huniah
划船,kò-tsûn,25,kò-chûn,ko3tsun5,ko3chun5,kotsun,kochun
刣掉,thâi-tiāu,25,thâi-tiāu,thai5tiau7,thai5tiau7,thaitiau,thaitiau
利劍,lāi-kiàm,25,lāi-kiàm,lai7kiam3,lai7kiam3,laikiam,laikiam
刪除,san-tî,25,san-tî,san1ti5,san1ti5,santi,santi
刪除,san-tû,25,san-tû,san1tu5,san1tu5,santu,santu
制衡,tsè-hîng,25,chè-hêng,tse3hing5,che3heng5,tsehing,cheheng
剪接,tsián-tsiap,25,chián-chiap,tsian2tsiap1,chian2chiap1,tsiantsiap,chianchiap
剪輯,tsián-tsi̍p,25,chián-chi̍p,tsian2tsip8,chian2chip8,tsiantsip,chianchip
劍術,kiàm-su̍t,25,kiàm-su̍t,kiam3sut8,kiam3sut8,kiamsut,kiamsut
加碼,ka-bé,25,ka-bé,ka1be2,ka1be2,kabe,kabe
勼排,kiu-pâi,25,kiu-pâi,kiu1pai5,kiu1pai5,kiupai,kiupai
匿名,li̍k-miâ,25,le̍k-miâ,lik8mia5,lek8mia5,likmia,lekmia
半勝,puànn-sìng,25,pòaⁿ-sèng,puann3sing3,poann3seng3,puannsing,poannseng
半馬,puànn-má,25,pòaⁿ-má,puann3ma2,poann3ma2,puannma,poannma
協作,hia̍p-tsok,25,hia̍p-chok,hiap8tsok1,hiap8chok1,hiaptsok,hiapchok
南刀,lâm-to,25,lâm-to,lam5to1,lam5to1,lamto,lamto
南拳,lâm-kûn,25,lâm-kûn,lam5kun5,lam5kun5,lamkun,lamkun
南棍,lâm-kùn,25,lâm-kùn,lam5kun3,lam5kun3,lamkun,lamkun
卡粉,kha̍h-hún,25,kha̍h-hún,khah8hun2,khah8hun2,khahhun,khahhun
卵塔,nn̄g-thah,25,nn̄g-thah,nng7thah1,nng7thah1,nngthah,nngthah
卸妝,sià-tsong,25,sià-chong,sia3tsong1,sia3chong1,siatsong,siachong
厚妝,kāu-tsong,25,kāu-chong,kau7tsong1,kau7chong1,kautsong,kauchong
厝貸,tshù-tāi,25,chhù-tāi,tshu3tai7,chhu3tai7,tshutai,chhutai
口座,kháu-tsō,25,kháu-chō,khau2tso7,khau2cho7,khautso,khaucho
口碑,kháu-pi,25,kháu-pi,khau2pi1,khau2pi1,khaupi,khaupi
可送,khó-sòng,25,khó-sòng,kho2song3,kho2song3,khosong,khosong
司康,sir-kóng,25,sir-kóng,sir1kong2,sir1kong2,sirkong,sirkong
司康,su-kóng,25,su-kóng,su1kong2,su1kong2,sukong,sukong
合球,ha̍p-kiû,25,ha̍p-kiû,hap8kiu5,hap8kiu5,hapkiu,hapkiu
吊環,tiàu-khuân,25,tiàu-khoân,tiau3khuan5,tiau3khoan5,tiaukhuan,tiaukhoan
同步,tông-pōo,25,tông-pō͘,tong5poo7,tong5poo7,tongpoo,tongpoo
和絃,hô-hiân,25,hô-hiân,ho5hian5,ho5hian5,hohian,hohian
咖哩,ka-lí,25,ka-lí,ka1li2,ka1li2,kali,kali
品勢,phín-sè,25,phín-sè,phin2se3,phin2se3,phinse,phinse
啞鈴,à-lîng,25,à-lêng,a3ling5,a3leng5,aling,aleng
啟用,khé-iōng,25,khé-iōng,khe2iong7,khe2iong7,kheiong,kheiong
單巡,tuann-sûn,25,toaⁿ-sûn,tuann1sun5,toann1sun5,tuannsun,toannsun
單打,tan-tánn,25,tan-táⁿ,tan1tann2,tan1tann2,tantann,tantann
單槓,tan-kǹg,25,tan-kǹg,tan1kng3,tan1kng3,tankng,tankng
回合,huê-ha̍p,25,hôe-ha̍p,hue5hap8,hoe5hap8,huehap,hoehap
回合,hê-ha̍p,25,hê-ha̍p,he5hap8,he5hap8,hehap,hehap
回沖,huê-tshiong,25,hôe-chhiong,hue5tshiong1,hoe5chhiong1,huetshiong,hoechhiong
回沖,hê-tshiong,25,hê-chhiong,he5tshiong1,he5chhiong1,hetshiong,hechhiong
圍棋,uî-kî,25,ûi-kî,ui5ki5,ui5ki5,uiki,uiki
圖示,tôo-sī,25,tô͘-sī,too5si7,too5si7,toosi,toosi
團體,thuân-thé,25,thoân-thé,thuan5the2,thoan5the2,thuanthe,thoanthe
地板,tuē-pán,25,tōe-pán,tue7pan2,toe7pan2,tuepan,toepan
地板,tē-pán,25,tē-pán,te7pan2,te7pan2,tepan,tepan
坦邊,thán-pinn,25,thán-piⁿ,than2pinn1,than2pinn1,thanpinn,thanpinn
墜機,tuī-ki,25,tūi-ki,tui7ki1,tui7ki1,tuiki,tuiki
壁球,piah-kiû,25,piah-kiû,piah1kiu5,piah1kiu5,piahkiu,piahkiu
壓制,ap-tsè,25,ap-chè,ap1tse3,ap1che3,aptse,apche
壘包,luí-pau,25,lúi-pau,lui2pau1,lui2pau1,luipau,luipau
壘球,luí-kiû,25,lúi-kiû,lui2kiu5,lui2kiu5,luikiu,luikiu
壯遊,tsōng-iû,25,chōng-iû,tsong7iu5,chong7iu5,tsongiu,chongiu
壺鈴,ôo-lîng,25,ô͘-lêng,oo5ling5,oo5leng5,ooling,ooleng
外遇,guā-gū,25,gōa-gū,gua7gu7,goa7gu7,guagu,goagu
外野,guā-iá,25,gōa-iá,gua7ia2,goa7ia2,guaia,goaia
大寫,tuā-siá,25,tōa-siá,tua7sia2,toa7sia2,tuasia,toasia
大骨,tuā-kut,25,tōa-kut,tua7kut1,toa7kut1,tuakut,toakut
大麥,tuā-be̍h,25,tōa-be̍h,tua7beh8,toa7beh8,tuabeh,toabeh
失事,sit-sū,25,sit-sū,sit1su7,sit1su7,sitsu,sitsu
奈米,nāi-bí,25,nāi-bí,nai7bi2,nai7bi2,naibi,naibi
奕手,ī-tshiú,25,ī-chhiú,i7tshiu2,i7chhiu2,itshiu,ichhiu
奕跤,ī-kha,25,ī-kha,i7kha1,i7kha1,ikha,ikha
套用,thò-iōng,25,thò-iōng,tho3iong7,tho3iong7,thoiong,thoiong
套路,thò-lōo,25,thò-lō͘,tho3loo7,tho3loo7,tholoo,tholoo
奶泡,ling-pho,25,leng-pho,ling1pho1,leng1pho1,lingpho,lengpho
奶泡,ni-pho,25,ni-pho,ni1pho1,ni1pho1,nipho,nipho
奶酒,ling-tsiú,25,leng-chiú,ling1tsiu2,leng1chiu2,lingtsiu,lengchiu
奶酒,ni-tsiú,25,ni-chiú,ni1tsiu2,ni1chiu2,nitsiu,nichiu
好球,hó-kiû,25,hó-kiû,ho2kiu5,ho2kiu5,hokiu,hokiu
字元,jī-guân,25,jī-goân,ji7guan5,ji7goan5,jiguan,jigoan
字元,lī-guân,25,lī-goân,li7guan5,li7goan5,liguan,ligoan
存檔,tsûn-tóng,25,chûn-tóng,tsun5tong2,chun5tong2,tsuntong,chuntong
安入,an-ji̍p,25,an-ji̍p,an1jip8,an1jip8,anjip,anjip
安入,an-li̍p,25,an-li̍p,an1lip8,an1lip8,anlip,anlip
安打,an-tánn,25,an-táⁿ,an1tann2,an1tann2,antann,antann
定妝,tīng-tsong,25,tēng-chong,ting7tsong1,teng7chong1,tingtsong,tengchong
室友,sik-iú,25,sek-iú,sik1iu2,sek1iu2,sikiu,sekiu
寄付,kià-hù,25,kià-hù,kia3hu3,kia3hu3,kiahu,kiahu
寄罪,kià-tsuē,25,kià-chōe,kia3tsue7,kia3choe7,kiatsue,kiachoe
密碼,bi̍t-bé,25,bi̍t-bé,bit8be2,bit8be2,bitbe,bitbe
射擊,siā-kik,25,siā-kek,sia7kik1,sia7kek1,siakik,siakek
射正,siā-tsiànn,25,siā-chiàⁿ,sia7tsiann3,sia7chiann3,siatsiann,siachiann
射箭,siā-tsìnn,25,siā-chìⁿ,sia7tsinn3,sia7chinn3,siatsinn,siachinn
射門,siā-mn̂g,25,siā-mn̂g,sia7mng5,sia7mng5,siamng,siamng
對拍,tuì-phah,25,tùi-phah,tui3phah1,tui3phah1,tuiphah,tuiphah
小寫,sió-siá,25,sió-siá,sio2sia2,sio2sia2,siosia,siosia
山友,suann-iú,25,soaⁿ-iú,suann1iu2,soann1iu2,suanniu,soanniu
山球,suann-kiû,25,soaⁿ-kiû,suann1kiu5,soann1kiu5,suannkiu,soannkiu
山竹,suann-tik,25,soaⁿ-tek,suann1tik1,soann1tek1,suanntik,soanntek
崁名,khàm-miâ,25,khàm-miâ,kham3mia5,kham3mia5,khammia,khammia
巨集,kī-tsi̍p,25,kī-chi̍p,ki7tsip8,ki7chip8,kitsip,kichip
巨集,kū-tsi̍p,25,kū-chi̍p,ku7tsip8,ku7chip8,kutsip,kuchip
巴哥,pa-ko,25,pa-ko,pa1ko1,pa1ko1,pako,pako
布丁,pòo-ting,25,pò͘-teng,poo3ting1,poo3teng1,pooting,pooteng
帆船,phâng-tsûn,25,phâng-chûn,phang5tsun5,phang5chun5,phangtsun,phangchun
幌壺,hàinn-ôo,25,hàiⁿ-ô͘,hainn3oo5,hainn3oo5,hainnoo,hainnoo
弄舌,lāng-tsi̍h,25,lāng-chi̍h,lang7tsih8,lang7chih8,langtsih,langchih
彈劾,tân-hik,25,tân-hek,tan5hik1,tan5hek1,tanhik,tanhek
彗星,huī-tshenn,25,hūi-chheⁿ,hui7tshenn1,hui7chhenn1,huitshenn,huichhenn
彗星,huī-tshinn,25,hūi-chhiⁿ,hui7tshinn1,hui7chhinn1,huitshinn,huichhinn
影迷,iánn-bê,25,iáⁿ-bê,iann2be5,iann2be5,iannbe,iannbe
得分,tit-hun,25,tit-hun,tit1hun1,tit1hun1,tithun,tithun
徛槳,khiā-tsiúnn,25,khiā-chiúⁿ,khia7tsiunn2,khia7chiunn2,khiatsiunn,khiachiunn
徛琴,hah-phuh,25,hah-phuh,hah1phuh1,hah1phuh1,hahphuh,hahphuh
徛琴,khiā-khîm,25,khiā-khîm,khia7khim5,khia7khim5,khiakhim,khiakhim
復刻,ho̍k-khik,25,ho̍k-khek,hok8khik1,hok8khek1,hokkhik,hokkhek
復原,ho̍k-guân,25,ho̍k-goân,hok8guan5,hok8goan5,hokguan,hokgoan
快送,khuài-sàng,25,khoài-sàng,khuai3sang3,khoai3sang3,khuaisang,khoaisang
惡地,ok-tē,25,ok-tē,ok1te7,ok1te7,okte,okte
慢分,bān-hun,25,bān-hun,ban7hun1,ban7hun1,banhun,banhun
截圖,tsia̍t-tôo,25,chia̍t-tô͘,tsiat8too5,chiat8too5,tsiattoo,chiattoo
房貸,pâng-tāi,25,pâng-tāi,pang5tai7,pang5tai7,pangtai,pangtai
手球,tshiú-kiû,25,chhiú-kiû,tshiu2kiu5,chhiu2kiu5,tshiukiu,chhiukiu
打擊,tánn-kik,25,táⁿ-kek,tann2kik1,tann2kek1,tannkik,tannkek
投手,tâu-tshiú,25,tâu-chhiú,tau5tshiu2,tau5chhiu2,tautshiu,tauchhiu
抹匙,buah-sî,25,boah-sî,buah1si5,boah1si5,buahsi,boahsi
抹粉,buah-hún,25,boah-hún,buah1hun2,boah1hun2,buahhun,boahhun
抹茶,buah-tê,25,boah-tê,buah1te5,boah1te5,buahte,boahte
抹面,buah-bīn,25,boah-bīn,buah1bin7,boah1bin7,buahbin,boahbin
抾線,khioh-suànn,25,khioh-sòaⁿ,khioh1suann3,khioh1soann3,khiohsuann,khiohsoann
拖選,thua-suán,25,thoa-soán,thua1suan2,thoa1soan2,thuasuan,thoasoan
拜登,pài-ting,25,pài-teng,pai3ting1,pai3teng1,paiting,paiteng
拳法,kûn-huat,25,kûn-hoat,kun5huat1,kun5hoat1,kunhuat,kunhoat
拿鐵,la-thé,25,la-thé,la1the2,la1the2,lathe,lathe
持妝,tshî-tsong,25,chhî-chong,tshi5tsong1,chhi5chong1,tshitsong,chhichong
挵球,lòng-kiû,25,lòng-kiû,long3kiu5,long3kiu5,longkiu,longkiu
捕手,póo-tshiú,25,pó͘-chhiú,poo2tshiu2,poo2chhiu2,pootshiu,poochhiu
捕殺,póo-sat,25,pó͘-sat,poo2sat1,poo2sat1,poosat,poosat
捘卵,tsūn-nn̄g,25,chūn-nn̄g,tsun7nng7,chun7nng7,tsunnng,chunnng
捲條,kńg-tiâu,25,kńg-tiâu,kng2tiau5,kng2tiau5,kngtiau,kngtiau
授權,siū-khuân,25,siū-khoân,siu7khuan5,siu7khoan5,siukhuan,siukhoan
排球,pâi-kiû,25,pâi-kiû,pai5kiu5,pai5kiu5,paikiu,paikiu
掠夯,lia̍h-giâ,25,lia̍h-giâ,liah8gia5,liah8gia5,liahgia,liahgia
掰會,pué-huē,25,póe-hōe,pue2hue7,poe2hoe7,puehue,poehoe
換逝,uānn-tsuā,25,ōaⁿ-chōa,uann7tsua7,oann7choa7,uanntsua,oannchoa
揤鈕,tshi̍h-liú,25,chhi̍h-liú,tshih8liu2,chhih8liu2,tshihliu,chhihliu
揹摔,phāinn-siak,25,phāiⁿ-siak,phainn7siak1,phainn7siak1,phainnsiak,phainnsiak
搖桿,iô-kuáinn,25,iô-koáiⁿ,io5kuainn2,io5koainn2,iokuainn,iokoainn
搜揣,tshiau-tshuē,25,chhiau-chhōe,tshiau1tshue7,chhiau1chhoe7,tshiautshue,chhiauchhoe
搜揣,tshiau-tshē,25,chhiau-chhē,tshiau1tshe7,chhiau1chhe7,tshiautshe,chhiauchhe
搭粉,tah-hún,25,tah-hún,tah1hun2,tah1hun2,tahhun,tahhun
摔技,siak-ki,25,siak-ki,siak1ki1,siak1ki1,siakki,siakki
摔法,siak-huat,25,siak-hoat,siak1huat1,siak1hoat1,siakhuat,siakhoat
撞球,tōng-kiû,25,tōng-kiû,tong7kiu5,tong7kiu5,tongkiu,tongkiu
擊劍,kik-kiàm,25,kek-kiàm,kik1kiam3,kek1kiam3,kikkiam,kekkiam
擊球,kik-kiû,25,kek-kiû,kik1kiu5,kek1kiu5,kikkiu,kekkiu
擋皺,tòng-jiâu,25,tòng-jiâu,tong3jiau5,tong3jiau5,tongjiau,tongjiau
擋皺,tòng-liâu,25,tòng-liâu,tong3liau5,tong3liau5,tongliau,tongliau
攀岩,phan-giâm,25,phan-giâm,phan1giam5,phan1giam5,phangiam,phangiam
攔閘,nuâ-tsa̍h,25,nôa-cha̍h,nua5tsah8,noa5chah8,nuatsah,noachah
收賄,siu-hué,25,siu-hóe,siu1hue2,siu1hoe2,siuhue,siuhoe
放箭,pàng-tsìnn,25,pàng-chìⁿ,pang3tsinn3,pang3chinn3,pangtsinn,pangchinn
散打,sàn-tánn,25,sàn-táⁿ,san3tann2,san3tann2,santann,santann
斜體,tshiâ-thé,25,chhiâ-thé,tshia5the2,chhia5the2,tshiathe,chhiathe
斷食,tn̄g-si̍t,25,tn̄g-si̍t,tng7sit8,tng7sit8,tngsit,tngsit
早鳥,tsá-niáu,25,chá-niáu,tsa2niau2,cha2niau2,tsaniau,chaniau
明膠,bîng-ka,25,bêng-ka,bing5ka1,beng5ka1,bingka,bengka
晉級,tsìn-kip,25,chìn-kip,tsin3kip1,chin3kip1,tsinkip,chinkip
暖男,luán-lâm,25,loán-lâm,luan2lam5,loan2lam5,luanlam,loanlam
暗影,àm-iánn,25,àm-iáⁿ,am3iann2,am3iann2,amiann,amiann
暗擊,àm-kik,25,àm-kek,am3kik1,am3kek1,amkik,amkek
暗碼,àm-bé,25,àm-bé,am3be2,am3be2,ambe,ambe
更新,king-sin,25,keng-sin,king1sin1,keng1sin1,kingsin,kengsin
書籤,su-tshiam,25,su-chhiam,su1tshiam1,su1chhiam1,sutshiam,suchhiam
書籤,tsu-tshiam,25,chu-chhiam,tsu1tshiam1,chu1chhiam1,tsutshiam,chuchhiam
書迷,tsu-bê,25,chu-bê,tsu1be5,chu1be5,tsube,chube
木球,bo̍k-kiû,25,bo̍k-kiû,bok8kiu5,bok8kiu5,bokkiu,bokkiu
松露,siông-lōo,25,siông-lō͘,siong5loo7,siong5loo7,siongloo,siongloo
板球,pán-kiû,25,pán-kiû,pan2kiu5,pan2kiu5,pankiu,pankiu
果凍,kó-tàng,25,kó-tàng,ko2tang3,ko2tang3,kotang,kotang
果膠,kó-ka,25,kó-ka,ko2ka1,ko2ka1,koka,koka
枝豆,ki-tāu,25,ki-tāu,ki1tau7,ki1tau7,kitau,kitau
柔術,jiû-su̍t,25,jiû-su̍t,jiu5sut8,jiu5sut8,jiusut,jiusut
柔道,jiû-tō,25,jiû-tō,jiu5to7,jiu5to7,jiuto,jiuto
柴狗,tshâ-káu,25,chhâ-káu,tsha5kau2,chha5kau2,tshakau,chhakau
栓窒,sng-that,25,sng-that,sng1that1,sng1that1,sngthat,sngthat
栗子,la̍t-tsí,25,la̍t-chí,lat8tsi2,lat8chi2,lattsi,latchi
核心,hi̍k-sim,25,he̍k-sim,hik8sim1,hek8sim1,hiksim,heksim
核桃,hu̍t-thô,25,hu̍t-thô,hut8tho5,hut8tho5,huttho,huttho
格式,keh-sik,25,keh-sek,keh1sik1,keh1sek1,kehsik,kehsek
桌球,toh-kiû,25,toh-kiû,toh1kiu5,toh1kiu5,tohkiu,tohkiu
桌遊,toh-iû,25,toh-iû,toh1iu5,toh1iu5,tohiu,tohiu
桔仔,kiat-á,25,kiat-á,kiat1a2,kiat1a2,kiata,kiata
梅仔,muê-á,25,môe-á,mue5a2,moe5a2,muea,moea
梅仔,m̂-á,25,m̂-á,m5a2,m5a2,ma,ma
條碼,tiâu-bé,25,tiâu-bé,tiau5be2,tiau5be2,tiaube,tiaube
棍術,kùn-su̍t,25,kùn-su̍t,kun3sut8,kun3sut8,kunsut,kunsut
棒球,pāng-kiû,25,pāng-kiû,pang7kiu5,pang7kiu5,pangkiu,pangkiu
棗仔,tsó-á,25,chó-á,tso2a2,cho2a2,tsoa,choa
棲地,tshe-tuē,25,chhe-tōe,tshe1tue7,chhe1toe7,tshetue,chhetoe
棲地,tshe-tē,25,chhe-tē,tshe1te7,chhe1te7,tshete,chhete
椰果,iâ-kó,25,iâ-kó,ia5ko2,ia5ko2,iako,iako
椰漿,iâ-tsiunn,25,iâ-chiuⁿ,ia5tsiunn1,ia5chiunn1,iatsiunn,iachiunn
