hanzi,tl
公克,kong-khik
公里,kong-lí
公里／分,kong-lí／hun
公秉,kong-píng
公倍數,kong-puē-sòo
公畝,kong-bóo
公頃,kong-khíng
公園,kong-hn̂g
公噸,kong-tùn
公學校,kong-ha̍k-hāu
公廨,kong-kài
六大類食物,la̍k tuā luī si̍t-bu̍t
六書,lio̍k-su
六邊形,la̍k-pinn-hîng
分,hun
分子,hun-tsú
分工合作,hun-kang ha̍p-tsok
分母,hun-bó
分母,hun-bú
分貝,hun-puè
分貝計,hun-puè-kè
分配律,hun-phuè-lu̍t
分針,hun-tsiam
長針,tn̂g-tsiam
分速,hun-sok
分號,hun-hō
分解,hun-kái
分說,hun-suat
分數,hun-sòo
分數四則,hun-sòo-sì-tsik
分數倍,hun-sòo-puē
分數除法,hun-sòo tî-huat
分鐘,hun-tsing
化石,huà-tsio̍h
反光鏡,huán-kng-kiànn
反共文學,huán-kiōng bûn-ha̍k
反射,huán-siā
倒照,tò-tsiò
反問,huán-mn̄g
反問,huán-būn
反清復明,huán Tshing ho̍k Bîng
反經石,huán-king-tsio̍h
反應,huán-ìng
重複記號,tiông-ho̍k kì-hō
反霸凌,huán pà-lîng
反霸凌申訴專線,huán pà-lîng sin-sòo tsuan-suànn
工,kang
日,ji̍t
天地會,Thinn-tē-huē
天地會,Thian-tē-huē
天地會,Thian-tī-huē
天地會,Thinn-tī-huē
天津四,Thian-tin-sì
天氣現象,thinn-khì hiān-siōng
天氣預報,thinn-khì ī-pò
天氣圖,thinn-khì-tôo
天氣變化,thinn-khì piàn-huà
天狼星,Thian-lông-tshenn
賊仔星,Tsha̍t-á-tshenn
天頂,thinn-tíng
天然氣,thian-jiân-khì
天琴座,Thian-khîm-tsō
天敵,thian-ti̍k
天蠍座,Thian-giat-tsō
天鷹座,Thian-ing-tsō
太平洋,Thài-pîng-iûnn
太平洋地區,Thài-pîng-iûnn tē-khu
太平洋板塊,Thài-pîng-iûnn Pán-khuài
太空,thài-khong
日頭,ji̍t-thâu
太陽,thài-iông
日頭光電發電廠,ji̍t-thâu kng-tiān huat-tiān-tshiúnn
太陽能,thài-iông-lîng
太陽能枋,thài-iông-lîng-pang
太陽能發電,thài-iông-lîng huat-tiān
日頭懸度角,ji̍t-thâu kuân-tōo-kak
太陽電池,thài-iông tiān-tî
日頭觀測器,ji̍t-thâu kuan-tshik-khì
少,tsió
少子化,siáu-tsú-huà
少囝化,tsió-kiánn-huà
少年小說,siàu-liân-sió-suat
少年小說,siàu-liân-siáu-suat
少年事件處理法,Siàu-liân Sū-kiānn Tshú-lí-huat
屯田政策,tûn-tiân tsìng-tshik
巴士海峽,Pa-sū Hái-kiap
引用,ín-iōng
引號,ín-hō
心血管疾病,sim-hueh-kńg tsi̍t-pēnn
心肺耐力,sim-hì nāi-li̍k
心得,sim-tik
戶口名簿,hōo-kháu-miâ-phōo
戶政事務所,hōo-tsìng sū-bū-sóo
手工包,tshiú-kang-pau
開銷,khai-siau
支出,tsi-tshut
固定點,kòo-tīng-tiám
文化,bûn-huà
文化產業,bûn-huà sán-gia̍p
文化創意產業,bûn-huà tshòng-ì sán-gia̍p
文化遺產,bûn-huà uî-sán
文句,bûn-kù
文史工作室,bûn-sú kang-tsok-sik
文史協會,bûn-sú hia̍p-huē
文字,bûn-jī
文言文,bûn-giân-bûn
漢文,hàn-bûn
文物,bûn-bu̍t
文章,bûn-tsiong
文章,bûn-tsiunn
文意,bûn-ì
文學,bûn-ha̍k
文體,bûn-thé
方向,hong-hiòng
方向性,hong-hiòng-sìng
方位,hong-uī
方位標,hong-uī-piau
方位標,hong-uī-phiau
方解石,hong-kái-tsio̍h
日治時代,Ji̍t-tī Sî-tāi
日記,ji̍t-kì
日晷,ji̍t-kuí
月,gue̍h
月形,gue̍h-hîng
月娘,gue̍h-niû
月相,gue̍h-siòng
月相的變化,gue̍h-siòng ê piàn-huà
月球,gue̍h-kiû
月經,gu̍eh-king
來洗,lâi-sé
行經,kiânn-king
mè-sù,mè-sù
月事,gu̍eh-sū
木本莖,bo̍k-pún-king
木管樂器,bo̍k-kuán ga̍k-khì
木雕神像,bo̍k-tiau sîn-siōng
比,pí
比例尺,pí-lē-tshioh
比值,pí-ta̍t
比率,pí-lu̍t
比喻,pí-jū
比較,pí-kàu
比較量,pí-kàu-liōng
毛細現象,môo-sè hiān-siōng
水,tsuí
水力發電,tsuí-li̍k huat-tiān
水力傳播,tsuí-li̍k-thuân-pòo
水力傳播,tsuí-li̍k-thuân-pò
水份,tsuí-hūn
水生生物,tsuí-sing sing-bu̍t
水生動物,tsuí-sing tōng-bu̍t
水生植物,tsuí-sing si̍t-bu̍t
水圳,tsuí-tsùn
水汙染,tsuí-u-jiám
水汙染,tsuí-ù-jiám
水位,tsuí-uī
果子類,kué-tsí-luī
水果類,tsuí-kó-luī
水流,tsuí-liû
水面,tsuí-bīn
水面,tsuí-biān
水庫,tsuí-khòo
水域,tsuí-hi̍k
水域,tsuí-i̍k
水域環境,tsuí-hi̍k-khuân-kíng
水域環境,tsuí-i̍k-khuân-kíng
水彩,tsuí-tshái
水彩用具,tsuí-tshái-iōng-kū
水彩用具,tsuí-tshái-iōng-khū
水循環,tsuí-sûn-khuân
水循環,tsuí-sûn-huân
水量,tsuí-liōng
水塔,tsuí-thah
水溫,tsuí-un
水溶液,tsuí-iông-i̍k
水資源,tsuí-tsu-guân
水煙,tsuí-ian
水銀電池,tsuí-gîn tiān-tî
水墨,tsuí-ba̍k
水墨畫,tsuí-ba̍k-uē
水燈節,Tsuí-ting-tseh
火力發電,hué-li̍k huat-tiān
火山島,hué-suann-tó
火成岩,hué-sîng-giâm
火成岩,hué-sîng-gâm
父姓,hū-sènn
父親節,Hū-tshin-tseh
牙周病,gê-tsiu-pēnn
牛郎星,Gû-nn̂g-tshenn
牛頓,Gû-tùn
世界人權宣言,Sè-kài-Jîn-khuân-Suan-giân
世界人權宣言,Sè-kài-Jîn-kuân-Suan-giân
世界公民,sè-kài kong-bîn
世界文化,sè-kài bûn-huà
世界地球村,sè-kài-tē-kiû-tshun
世界地球村,sè-kài-tē-kiû-tshuan
世界展望會,Sè-kài Tián-bōng-huē
世界貿易組織,Sè-kài Bōo-i̍k Tsoo-tsit
世界衛生組織,Sè-kài-Uē-sing-Tsoo-tsit
世界衛生組織,Sè-kài-Uī-sing-Tsoo-tsit
崙仔,lūn-á
山崙,suann-lūn
山崙地形,suann-lūn tē-hîng
主席,tsú-si̍k
主語,tsú-gí
主題,tsú-tê
主權,tsú-khuân
主權,tsú-kuân
仙女座,Sian-lí-tsō
仙后座,Sian-hiō-tsō
仙后座,Sian-hōo-tsō
代名詞,tāi-bîng-sû
寒天,kuânn-thinn
寒人,kuânn--lâng
冬尾天,tang-bué-thinn
冬天,tang-thinn
冬節,tang-tseh
冬季,tang-kuì
寒冬,kuânn-tang
冬季大三角,Tang-kuì Tuā Sann-kak
加,ka
加工出口區,ka-kang tshut-kháu-khu
加法,ka-huat
加法估算,ka-huat kóo-sǹg
加法直式紀錄,ka-huat-ti̍t-sik-kì-lo̍k
加法直式紀錄,ka-huat-ti̍t-sik-kì-lio̍k
加法計算,ka-huat kè-sǹg
加法算式,ka-huat sǹg-sik
加減,ka kiám
加減估算,ka kiám kóo-sǹg
加數,ka-sòo
北斗七星,Pak-táu-tshit-tshenn
北半球,Pak-puànn-kiû
北回歸線,Pak-huê-kui-suànn
北帶,pak-tài
北極星,Pak-ki̍k-tshenn
北極震盪,pak-ki̍k-tsìn-tōng
北極圈,Pak-ki̍k-khuan
北緯,pak-huī
北緯,pak-uī
半包圍結構,puànn-pau-uî kiat-kòo
半立體,puànn-li̍p-thé
半音,puànn-im
半徑,puànn-kìng
古文,kóo-bûn
古文明,kóo-bûn-bîng
古早科技,kóo-tsá kho-ki
古典小說,kóo-tián-sió-suat
古典小說,kóo-tián-siáu-suat
古典文學,kóo-tián bûn-ha̍k
古詩,kóo-si
古蘭經,Kóo-lân-king
句,kù
語句擴寫,gí-kù khok-siá
句尾,kù-bué
句型,kù-hîng
句點,kù-tiám
叫聲,kiò-siann
可再生資源,khó-tsài-sing tsu-guân
可燃物,khó-jiân-bu̍t
台江內海,Tâi-kang Lāi-hái
史前文化,Sú-tsiân bûn-huà
史前時代,Sú-tsiân Sî-tāi
史前時期,Sú-tsiân Sî-kî
司法,su-huat
司儀,su-gî
四大古文明,sì tuā kóo-bûn-bîng
四分休止符,sì-hun hiu-tsí-hû
四分音符,sì-hun im-hû
四四拍,sù-sù-phik
四字詞,sì-jī-sû
四字語詞,sì-jī-gí-sû
四位數,sì uī sòo
四角柱,sì-kak-thiāu
四季,sù-kuì
四肢,sù-ki
四則運算,sì-tsik-ūn-suàn
四个線間,sì ê suànn-kan
四捨五入法,sì-siá-gōo-ji̍p-huat
四極,sù-ki̍k
四邊形,sì-pinn-hîng
四邊形,sì-pian-hîng
外形,guā-hîng
外來種生物,guā-lâi-tsíng-sing-bu̍t
外來種生物,guā-lâi-tsióng-sing-bu̍t
外來語,guā-lâi-gí
外溫動物,guā-un tōng-bu̍t
外銷,guā-siau
左狹右闊,tsó e̍h iū khuah
左闊右狹,tsó khuah iū e̍h
市公所,tshī-kong-sóo
市民代表會,tshī-bîn tāi-piáu-huē
市長,tshī-tiúnn
市政府,tshī-tsìng-hú
市場需求,tshī-tiûnn su-kiû
市議會,tshī-gī-huē
布景,pòo-kíng
對半分,tuì-puànn-pun
對分,tuì-pun
平分,pênn-pun
平方公分,pîng-hong kong-hun
平方公里,pîng-hong kong-lí
平地,pênn-tē
平行,pîng-hîng
平行四邊形,pîng-hîng sì-pinn-hîng
平行脈,pîng-hîng-me̍h
平行現象,pîng-hîng hiān-siōng
平均氣溫,pîng-kin khì-un
平均速率,pîng-kin sok-lu̍t
平角,pênn-kak
平面,pênn-bīn
平面圖形,pênn-bīn tôo-hîng
平原,pîng-guân
平洋,pênn-iûnn
平埔,pênn-poo
平埔族,Pênn-poo-tso̍k
平等權,pîng-tíng-khuân
平等權,pîng-tíng-kuân
平衡,pîng-hîng
平衡木,pîng-hîng-bo̍k
平衡感,pîng-hîng-kám
幼年人口,iù-liân jîn-kháu
幼兒園,iù-jî-hn̂g
幼兒園,iù-jî-uân
栽,tsai
穎,ínn
幼蟲,iù-thâng
打耳祭,tá-ní-tsè
拍拍,phah-phik
未知數,bī-ti-sòo
本土語言,pún-thóo gí-giân
本位記號,pún-uī kì-hō
正,tsìng
正三角形,tsiànn-sann-kak-hîng
正六邊形,tsiànn-la̍k-pinn-hîng
正文,tsiànn-bûn
正四角形,tsiànn-sì-kak-hîng
正四角柱,tsiànn-sì-kak-thiāu
正比,tsìng-pí
正比例關係,tsìng-pí-lē kuan-hē
正多邊形,tsiànn-to-pinn-hîng
正楷,tsiànn-khái
真書,tsin-su
正極,tsiànn-ki̍k
母親節,Bú-tshin-tseh
母親節,Bó-tshin-tseh
母親節,Bió-tshin-tseh
母親節,Bóo-tshin-tseh
母體,bú-thé
母體,bó-thé
民主社會,bîn-tsú siā-huē
民主政治,bîn-tsú tsìng-tī
民生用水,bîn-sing iōng-tsuí
民俗,bîn-sio̍k
民俗技藝,bîn-sio̍k ki-gē
民俗活動,bîn-sio̍k-ua̍h-tāng
民俗活動,bîn-sio̍k-ua̍h-tōng
民俗藝品,bîn-sio̍k gē-phín
民間信仰,bîn-kan sìn-gióng
民間組織,bîn-kan tsoo-tsit
民間團體,bîn-kan thuân-thé
民意代表,bîn-ì tāi-piáu
民意機關,bîn-ì ki-kuan
民歌,bîn-kua
民變,bîn-piàn
永續經營,íng-sio̍k king-îng
永續環境,íng-sio̍k khuân-kíng
玉山,Gio̍k-suann
玉山,Gio̍k-san
玉山山脈,Gio̍k-suann-Suann-me̍h
玉山山脈,Gio̍k-suann-Suann-be̍h
玉山山脈,Gio̍k-san-Suann-me̍h
玉山山脈,Gio̍k-san-Suann-be̍h
玉山主峰,Gio̍k-suann-Tsú-hong
玉山主峰,Gio̍k-san-Tsú-hong
生字,sing-jī
生字,tshenn-jī
生字,senn-jī
生字表,sing-jī-pió
生字表,tshenn-jī-pió
生字表,senn-jī-pió
生存權,sing-tsûn-khuân
生存權,sing-tsûn-kuân
性命,sènn-miā
性命禮俗,sènn-miā lé-sio̍k
生物,sing-bu̍t
生物多樣性,sing-bu̍t to-iūnn-sìng
生物科技,sing-bu̍t kho-ki
生物資源,sing-bu̍t tsu-guân
生長,sing-tióng
成長環境,sîng-tióng khuân-kíng
生活,sing-ua̍h
生活方式,sing-ua̍h hong-sik
生活器物,sing-ua̍h khì-bu̍t
生湠,senn-thuànn
生殖器官,sing-si̍t khì-kuan
生態,sing-thài
生態保育,sing-thài pó-io̍k
生態資源,sing-thài tsu-guân
生態環境,sing-thài khuân-kíng
生質能發電,sing-tsit-lîng huat-tiān
生鉎,senn-sian
用字遣詞,iōng-jī-khián-sû
甲午戰爭,Kah-gōo-Tsiàn-tsing
甲午戰爭,Kah-ngóo-Tsiàn-tsing
白色恐怖,Pe̍h-sik khióng-pòo
白話文,pe̍h-uē-bûn
白話詩,pe̍h-uē-si
皮猴戲,phuê-kâu-hì
皮戲,phuê-hì
石灰水,tsio̍h-hue-tsuí
石油,tsio̍h-iû
石英,tsio̍h-ing
石獅,tsio̍h-sai
石膏,tsio̍h-ko
石墨,tsio̍h-ba̍k
石器時期,Tsio̍h-khì Sî-kî
石蕊試紙,tsio̍h-luí-tshì-tsuá
立方公分,li̍p-hong kong-hun
立方公尺,li̍p-hong kong-tshioh
立法,li̍p-huat
立法院,Li̍p-huat-īnn
立法機關,li̍p-huat ki-kuan
立意,li̍p-ì
立體形體,li̍p-thé hîng-thé
交叉步,kau-tshe-pōo
交配,kau-phuè
拍種,phah-tsíng
交通,kau-thong
交通工具,kau-thong-kang-kū
交通工具,kau-thong-kang-khū
交通運輸,kau-thong ūn-su
交通運輸網,kau-thong ūn-su-bāng
交響曲,kau-hióng-khik
交響曲,kau-hiáng-khik
交響樂團,kau-hióng-ga̍k-thuân
交響樂團,kau-hiáng-ga̍k-thuân
仰角,gióng-kak
仰角觀測器,gióng-kak kuan-tshik-khì
伊斯蘭教,I-su-lân-kàu
伐木業,hua̍t-bo̍k-gia̍p
休止符,hiu-tsí-hû
休閒活動,hiu-hân-ua̍h-tāng
休閒活動,hiu-hân-ua̍h-tōng
休閒運動,hiu-hân ūn-tōng
休閒觀光產業,hiu-hân kuan-kong sán-gia̍p
兆位,tiāu-uī
先民,sian-bîn
先後,sian-hiō
先後,sian-hōo
前後順序,tsiân-āu-sūn-sī
前後順序,tsiân-āu-sūn-sū
光,kng
光害,kong-hāi
光害,kng-hāi
光圈,kng-khuan
光源,kng-guân
光線,kng-suànn
全音,tsuân-im
全球定位系統,tsuân-kiû tīng-uī hē-thóng
全球性,tsuân-kiû-sìng
全等三角形,tsuân-tíng sann-kak-hîng
全等圖形,tsuân-tíng tôo-hîng
全穀根莖類,tsuân-kok kin-king-luī
共同創作,kiōng-tông tshòng-tsok
冰,ping
冰晶,ping-tsing
冰角,ping-kak
冰雕,ping-tiau
印度洋,Ìn-tōo-iûnn
印度教,Ìn-tōo-kàu͘
印度數字,Ìn-tōo sòo-jī
印澳板塊,Ìn-Ò Pán-khuài
合,kap
合成,ha̍p-sîng
合併段意法,ha̍p-pìng tuānn-ì-huat
合金,ha̍p-kim
合唱,ha̍p-tshiùnn
合唱交響曲,ha̍p-tshiùnn-kau-hióng-khik
合唱交響曲,ha̍p-tshiùnn-kau-hiáng-khik
合唱團,ha̍p-tshiùnn-thuânn
合數,ha̍p-sòo
合體字,ha̍p-thé-jī
和齊,hô-tsê
同心協力,tông-sim-hia̍p-li̍k
同極相斥,tông-ki̍k sio-thik
同樂會,tông-lo̍k-huē
同類詞,tông-luī-sû
名字,miâ-jī
名,miâ
名言,bîng-giân
金言玉語,kim-giân-gio̍k-gí
名言佳句,bîng-giân-ka-kù
名勝古蹟,bîng-sìng kóo-tsik
名詞,bîng-sû
名詞,miâ-sû
因果句,in-kó-kù
因數,in-sòo
圭表,kui-pió
地下莖,tē-hā-king
地方民間信仰,tē-hng-bîn-kan-sìn-gióng
地方民間信仰,tē-hong-bîn-kan-sìn-gióng
地方自治,tē-hng-tsū-tī
地方自治,tē-hong-tsū-tī
地方政府,tē-hng-tsìng-hú
地方政府,té-hong-tsìng-hú
地平面,tē-pîng-bīn
地平線,tē-pîng-suànn
地址,tē-tsí
地形,tē-hîng
地形景觀,tē-hîng kíng-kuan
地表,tē-piáu
地面天氣圖,tē-bīn thinn-khì-tôo
地球,tē-kiû
地球引力,tē-kiû ín-li̍k
地球自轉,tē-kiû tsū-tsuán
地球村,tē-kiû-tshun
地球村,tē-kiû-tshuan
地球暖化,tē-kiû luán-huà
地球儀,tē-kiû-gî
地理位置,tē-lí uī-tì
地理景觀,tē-lí kíng-kuan
地理環境,tē-lí khuân-kíng
地勢,tē-sè
地磁,tē-tsû
地熱發電,tē-jia̍t huat-tiān
地點,tē-tiám
濟,tsē
多元,to-guân
多元化,to-guân-huà
多位小數,to uī sió-sòo
多音字,to-im-jī
多邊形,to-pinn-hîng
好朋友,hó-pîng-iú
好聽,hó-thiann
字,jī
字形,jī-hîng
字例,jī-lē
字典,jī-tián
字音,jī-im
查音表,tshâ-im-pió
字詞,jī-sû
字義,jī-gī
字體,jī-thé
守門員,siú-mn̂g-uân
尖仔尾,Tsiam-á-bué
年,nî
成本,sîng-pún
成正比,sîng tsìng-pí
成年禮,sîng-liân-lé
轉大人,tńg-tuā-lâng
成語,sîng-gí
成蝶,sîng-tia̍p
成蟲,sîng-thâng
扣球,khàu-kiû
收入,siu-ji̍p
蘇州𥰔仔,Soo-tsiu phín-á
曲線,khiok-suànn
曲調,khik-tiāu
汙染,u-jiám
汙染,ù-jiám
百分位,pah-hun-uī
百分比,pah-hun-pí
pha̋-siàn-tòo,pha̋-siàn-tòo
pha-siàn-tooh,pha-siàn-tooh
百分數圓形圖,pah-hun-sòo înn-hîng-tôo
百位,pah-uī
百位數,pah uī sòo
百位數字,pah-uī sòo-jī
百萬位,pah-bān-uī
百葉箱,pah-hio̍h-siunn
百葉箱,pah-ia̍p-siunn
百億位,pah-ik-uī
百數表,pah sòo pió
竹篙舞,tik-ko-bú
米食,bí-si̍t
羽化,ú-huà
羽毛球,ú-môo-kiû
羽調式,ú-tiāu-sik
老年人口,ló-liân-jîn-kháu
老年人口,lāu-liân-jîn-kháu
老年期,lāu-liân-kî
老年期,ló-liân-kî
舊街,kū-ke
考試,khó-tshì
考試院,Khó-tshì-īnn
肉食動物,jio̍k-si̍t tōng-bu̍t
肌力,ki-li̍k
肌耐力,ki-nāi-li̍k
自由貿易,tsū-iû bōo-i̍k
自由權,tsū-iû-khuân
自由權,tsū-iû-kuân
自序,tsū-sū
自序,tsū-sī
自身彈力傳播,tsū-sin-tân-li̍k-thuân-pòo
