hanzi,tl,frequency,poj,tl_num,poj_num
劍術,kiàm-su̍t,25,kiàm-su̍t,kiam3sut8,kiam3sut8
加碼,ka-bé,25,ka-bé,kabe2,kabe2
勼排,kiu-pâi,25,kiu-pâi,kiupai5,kiupai5
匿名,li̍k-miâ,25,le̍k-miâ,lik8mia5,lek8mia5
半勝,puànn-sìng,25,pòaⁿ-sèng,puann3sing3,poann3seng3
半馬,puànn-má,25,pòaⁿ-má,puann3ma2,poann3ma2
協作,hia̍p-tsok,25,hia̍p-chok,hiap8tsok,hiap8chok
南刀,lâm-to,25,lâm-to,lam5to,lam5to
南拳,lâm-kûn,25,lâm-kûn,lam5kun5,lam5kun5
南棍,lâm-kùn,25,lâm-kùn,lam5kun3,lam5kun3
卡粉,kha̍h-hún,25,kha̍h-hún,khah8hun2,khah8hun2
卵塔,nn̄g-thah,25,nn̄g-thah,nng7thah,nng7thah
卸妝,sià-tsong,25,sià-chong,sia3tsong,sia3chong
厚妝,kāu-tsong,25,kāu-chong,kau7tsong,kau7chong
厝貸,tshù-tāi,25,chhù-tāi,tshu3tai7,chhu3tai7
口座,kháu-tsō,25,kháu-chō,khau2tso7,khau2cho7
口碑,kháu-pi,25,kháu-pi,khau2pi,khau2pi
可送,khó-sòng,25,khó-sòng,kho2song3,kho2song3
司康,sir-kóng,25,sir-kóng,sirkong2,sirkong2
司康,su-kóng,25,su-kóng,sukong2,sukong2
合球,ha̍p-kiû,25,ha̍p-kiû,hap8kiu5,hap8kiu5
吊環,tiàu-khuân,25,tiàu-khoân,tiau3khuan5,tiau3khoan5
同步,tông-pōo,25,tông-pō͘,tong5poo7,tong5poo7
和絃,hô-hiân,25,hô-hiân,ho5hian5,ho5hian5
咖哩,ka-lí,25,ka-lí,kali2,kali2
品勢,phín-sè,25,phín-sè,phin2se3,phin2se3
啞鈴,à-lîng,25,à-lêng,a3ling5,a3leng5
啟用,khé-iōng,25,khé-iōng,khe2iong7,khe2iong7
單巡,tuann-sûn,25,toaⁿ-sûn,tuannsun5,toannsun5
單打,tan-tánn,25,tan-táⁿ,tantann2,tantann2
單槓,tan-kǹg,25,tan-kǹg,tankng3,tankng3
回合,huê-ha̍p,25,hôe-ha̍p,hue5hap8,hoe5hap8
回合,hê-ha̍p,25,hê-ha̍p,he5hap8,he5hap8
回沖,huê-tshiong,25,hôe-chhiong,hue5tshiong,hoe5chhiong
回沖,hê-tshiong,25,hê-chhiong,he5tshiong,he5chhiong
圍棋,uî-kî,25,ûi-kî,ui5ki5,ui5ki5
圖示,tôo-sī,25,tô͘-sī,too5si7,too5si7
團體,thuân-thé,25,thoân-thé,thuan5the2,thoan5the2
地板,tuē-pán,25,tōe-pán,tue7pan2,toe7pan2
地板,tē-pán,25,tē-pán,te7pan2,te7pan2
坦邊,thán-pinn,25,thán-piⁿ,than2pinn,than2pinn
墜機,tuī-ki,25,tūi-ki,tui7ki,tui7ki
壁球,piah-kiû,25,piah-kiû,piahkiu5,piahkiu5
壓制,ap-tsè,25,ap-chè,aptse3,apche3
壘包,luí-pau,25,lúi-pau,lui2pau,lui2pau
壘球,luí-kiû,25,lúi-kiû,lui2kiu5,lui2kiu5
壯遊,tsōng-iû,25,chōng-iû,tsong7iu5,chong7iu5
壺鈴,ôo-lîng,25,ô͘-lêng,oo5ling5,oo5leng5
外遇,guā-gū,25,gōa-gū,gua7gu7,goa7gu7
外野,guā-iá,25,gōa-iá,gua7ia2,goa7ia2
大寫,tuā-siá,25,tōa-siá,tua7sia2,toa7sia2
大骨,tuā-kut,25,tōa-kut,tua7kut,toa7kut
大麥,tuā-be̍h,25,tōa-be̍h,tua7beh8,toa7beh8
失事,sit-sū,25,sit-sū,sitsu7,sitsu7
奈米,nāi-bí,25,nāi-bí,nai7bi2,nai7bi2
奕手,ī-tshiú,25,ī-chhiú,i7tshiu2,i7chhiu2
奕跤,ī-kha,25,ī-kha,i7kha,i7kha
套用,thò-iōng,25,thò-iōng,tho3iong7,tho3iong7
套路,thò-lōo,25,thò-lō͘,tho3loo7,tho3loo7
奶泡,ling-pho,25,leng-pho,lingpho,lengpho
奶泡,ni-pho,25,ni-pho,nipho,nipho
奶酒,ling-tsiú,25,leng-chiú,lingtsiu2,lengchiu2
奶酒,ni-tsiú,25,ni-chiú,nitsiu2,nichiu2
好球,hó-kiû,25,hó-kiû,ho2kiu5,ho2kiu5
字元,jī-guân,25,jī-goân,ji7guan5,ji7goan5
字元,lī-guân,25,lī-goân,li7guan5,li7goan5
存檔,tsûn-tóng,25,chûn-tóng,tsun5tong2,chun5tong2
安入,an-ji̍p,25,an-ji̍p,anjip8,anjip8
安入,an-li̍p,25,an-li̍p,anlip8,anlip8
安打,an-tánn,25,an-táⁿ,antann2,antann2
定妝,tīng-tsong,25,tēng-chong,ting7tsong,teng7chong
室友,sik-iú,25,sek-iú,sikiu2,sekiu2
寄付,kià-hù,25,kià-hù,kia3hu3,kia3hu3
寄罪,kià-tsuē,25,kià-chōe,kia3tsue7,kia3choe7
密碼,bi̍t-bé,25,bi̍t-bé,bit8be2,bit8be2
射擊,siā-kik,25,siā-kek,sia7kik,sia7kek
射正,siā-tsiànn,25,siā-chiàⁿ,sia7tsiann3,sia7chiann3
射箭,siā-tsìnn,25,siā-chìⁿ,sia7tsinn3,sia7chinn3
射門,siā-mn̂g,25,siā-mn̂g,sia7mng5,sia7mng5
對拍,tuì-phah,25,tùi-phah,tui3phah,tui3phah
小寫,sió-siá,25,sió-siá,sio2sia2,sio2sia2
山友,suann-iú,25,soaⁿ-iú,suanniu2,soanniu2
山球,suann-kiû,25,soaⁿ-kiû,suannkiu5,soannkiu5
山竹,suann-tik,25,soaⁿ-tek,suanntik,soanntek
崁名,khàm-miâ,25,khàm-miâ,kham3mia5,kham3mia5
巨集,kī-tsi̍p,25,kī-chi̍p,ki7tsip8,ki7chip8
巨集,kū-tsi̍p,25,kū-chi̍p,ku7tsip8,ku7chip8
巴哥,pa-ko,25,pa-ko,pako,pako
布丁,pòo-ting,25,pò͘-teng,poo3ting,poo3teng
帆船,phâng-tsûn,25,phâng-chûn,phang5tsun5,phang5chun5
幌壺,hàinn-ôo,25,hàiⁿ-ô͘,hainn3oo5,hainn3oo5
弄舌,lāng-tsi̍h,25,lāng-chi̍h,lang7tsih8,lang7chih8
彈劾,tân-hik,25,tân-hek,tan5hik,tan5hek
彗星,huī-tshenn,25,hūi-chheⁿ,hui7tshenn,hui7chhenn
彗星,huī-tshinn,25,hūi-chhiⁿ,hui7tshinn,hui7chhinn
影迷,iánn-bê,25,iáⁿ-bê,iann2be5,iann2be5
得分,tit-hun,25,tit-hun,tithun,tithun
徛槳,khiā-tsiúnn,25,khiā-chiúⁿ,khia7tsiunn2,khia7chiunn2
徛琴,hah-phuh,25,hah-phuh,hahphuh,hahphuh
徛琴,khiā-khîm,25,khiā-khîm,khia7khim5,khia7khim5
復刻,ho̍k-khik,25,ho̍k-khek,hok8khik,hok8khek
復原,ho̍k-guân,25,ho̍k-goân,hok8guan5,hok8goan5
快送,khuài-sàng,25,khoài-sàng,khuai3sang3,khoai3sang3
惡地,ok-tē,25,ok-tē,okte7,okte7
慢分,bān-hun,25,bān-hun,ban7hun,ban7hun
截圖,tsia̍t-tôo,25,chia̍t-tô͘,tsiat8too5,chiat8too5
房貸,pâng-tāi,25,pâng-tāi,pang5tai7,pang5tai7
手球,tshiú-kiû,25,chhiú-kiû,tshiu2kiu5,chhiu2kiu5
打擊,tánn-kik,25,táⁿ-kek,tann2kik,tann2kek
投手,tâu-tshiú,25,tâu-chhiú,tau5tshiu2,tau5chhiu2
抹匙,buah-sî,25,boah-sî,buahsi5,boahsi5
抹粉,buah-hún,25,boah-hún,buahhun2,boahhun2
抹茶,buah-tê,25,boah-tê,buahte5,boahte5
抹面,buah-bīn,25,boah-bīn,buahbin7,boahbin7
抾線,khioh-suànn,25,khioh-sòaⁿ,khiohsuann3,khiohsoann3
拖選,thua-suán,25,thoa-soán,thuasuan2,thoasoan2
拜登,pài-ting,25,pài-teng,pai3ting,pai3teng
拳法,kûn-huat,25,kûn-hoat,kun5huat,kun5hoat
拿鐵,la-thé,25,la-thé,lathe2,lathe2
持妝,tshî-tsong,25,chhî-chong,tshi5tsong,chhi5chong
挵球,lòng-kiû,25,lòng-kiû,long3kiu5,long3kiu5
捕手,póo-tshiú,25,pó͘-chhiú,poo2tshiu2,poo2chhiu2
捕殺,póo-sat,25,pó͘-sat,poo2sat,poo2sat
捘卵,tsūn-nn̄g,25,chūn-nn̄g,tsun7nng7,chun7nng7
捲條,kńg-tiâu,25,kńg-tiâu,kng2tiau5,kng2tiau5
授權,siū-khuân,25,siū-khoân,siu7khuan5,siu7khoan5
排球,pâi-kiû,25,pâi-kiû,pai5kiu5,pai5kiu5
掠夯,lia̍h-giâ,25,lia̍h-giâ,liah8gia5,liah8gia5
掰會,pué-huē,25,póe-hōe,pue2hue7,poe2hoe7
換逝,uānn-tsuā,25,ōaⁿ-chōa,uann7tsua7,oann7choa7
揤鈕,tshi̍h-liú,25,chhi̍h-liú,tshih8liu2,chhih8liu2
揹摔,phāinn-siak,25,phāiⁿ-siak,phainn7siak,phainn7siak
搖桿,iô-kuáinn,25,iô-koáiⁿ,io5kuainn2,io5koainn2
搜揣,tshiau-tshuē,25,chhiau-chhōe,tshiautshue7,chhiauchhoe7
搜揣,tshiau-tshē,25,chhiau-chhē,tshiautshe7,chhiauchhe7
搭粉,tah-hún,25,tah-hún,tahhun2,tahhun2
摔技,siak-ki,25,siak-ki,siakki,siakki
摔法,siak-huat,25,siak-hoat,siakhuat,siakhoat
撞球,tōng-kiû,25,tōng-kiû,tong7kiu5,tong7kiu5
擊劍,kik-kiàm,25,kek-kiàm,kikkiam3,kekkiam3
擊球,kik-kiû,25,kek-kiû,kikkiu5,kekkiu5
擋皺,tòng-jiâu,25,tòng-jiâu,tong3jiau5,tong3jiau5
擋皺,tòng-liâu,25,tòng-liâu,tong3liau5,tong3liau5
攀岩,phan-giâm,25,phan-giâm,phangiam5,phangiam5
攔閘,nuâ-tsa̍h,25,nôa-cha̍h,nua5tsah8,noa5chah8
收賄,siu-hué,25,siu-hóe,siuhue2,siuhoe2
放箭,pàng-tsìnn,25,pàng-chìⁿ,pang3tsinn3,pang3chinn3
散打,sàn-tánn,25,sàn-táⁿ,san3tann2,san3tann2
斜體,tshiâ-thé,25,chhiâ-thé,tshia5the2,chhia5the2
斷食,tn̄g-si̍t,25,tn̄g-si̍t,tng7sit8,tng7sit8
早鳥,tsá-niáu,25,chá-niáu,tsa2niau2,cha2niau2
明膠,bîng-ka,25,bêng-ka,bing5ka,beng5ka
晉級,tsìn-kip,25,chìn-kip,tsin3kip,chin3kip
暖男,luán-lâm,25,loán-lâm,luan2lam5,loan2lam5
暗影,àm-iánn,25,àm-iáⁿ,am3iann2,am3iann2
暗擊,àm-kik,25,àm-kek,am3kik,am3kek
暗碼,àm-bé,25,àm-bé,am3be2,am3be2
更新,king-sin,25,keng-sin,kingsin,kengsin
書籤,su-tshiam,25,su-chhiam,sutshiam,suchhiam
書籤,tsu-tshiam,25,chu-chhiam,tsutshiam,chuchhiam
書迷,tsu-bê,25,chu-bê,tsube5,chube5
木球,bo̍k-kiû,25,bo̍k-kiû,bok8kiu5,bok8kiu5
松露,siông-lōo,25,siông-lō͘,siong5loo7,siong5loo7
板球,pán-kiû,25,pán-kiû,pan2kiu5,pan2kiu5
果凍,kó-tàng,25,kó-tàng,ko2tang3,ko2tang3
果膠,kó-ka,25,kó-ka,ko2ka,ko2ka
枝豆,ki-tāu,25,ki-tāu,kitau7,kitau7
柔術,jiû-su̍t,25,jiû-su̍t,jiu5sut8,jiu5sut8
柔道,jiû-tō,25,jiû-tō,jiu5to7,jiu5to7
柴狗,tshâ-káu,25,chhâ-káu,tsha5kau2,chha5kau2
栓窒,sng-that,25,sng-that,sngthat,sngthat
栗子,la̍t-tsí,25,la̍t-chí,lat8tsi2,lat8chi2
核心,hi̍k-sim,25,he̍k-sim,hik8sim,hek8sim
核桃,hu̍t-thô,25,hu̍t-thô,hut8tho5,hut8tho5
格式,keh-sik,25,keh-sek,kehsik,kehsek
桌球,toh-kiû,25,toh-kiû,tohkiu5,tohkiu5
桌遊,toh-iû,25,toh-iû,tohiu5,tohiu5
桔仔,kiat-á,25,kiat-á,kiata2,kiata2
梅仔,muê-á,25,môe-á,mue5a2,moe5a2
梅仔,m̂-á,25,m̂-á,m5a2,m5a2
條碼,tiâu-bé,25,tiâu-bé,tiau5be2,tiau5be2
棍術,kùn-su̍t,25,kùn-su̍t,kun3sut8,kun3sut8
棒球,pāng-kiû,25,pāng-kiû,pang7kiu5,pang7kiu5
棗仔,tsó-á,25,chó-á,tso2a2,cho2a2
棲地,tshe-tuē,25,chhe-tōe,tshetue7,chhetoe7
棲地,tshe-tē,25,chhe-tē,tshete7,chhete7
椰果,iâ-kó,25,iâ-kó,ia5ko2,ia5ko2
椰漿,iâ-tsiunn,25,iâ-chiuⁿ,ia5tsiunn,ia5chiunn
槌球,thuî-kiû,25,thûi-kiû,thui5kiu5,thui5kiu5
槍術,tshiunn-su̍t,25,chhiuⁿ-su̍t,tshiunnsut8,chhiunnsut8
槓鈴,kǹg-lîng,25,kǹg-lêng,kng3ling5,kng3leng5
標槍,pio-tshiunn,25,pio-chhiuⁿ,piotshiunn,piochhiunn
標題,phiau-tuê,25,phiau-tôe,phiautue5,phiautoe5
標題,phiau-tê,25,phiau-tê,phiaute5,phiaute5
標題,piau-tuê,25,piau-tôe,piautue5,piautoe5
標題,piau-tê,25,piau-tê,piaute5,piaute5
模板,bôo-pán,25,bô͘-pán,boo5pan2,boo5pan2
樹掛,tshiū-kuà,25,chhiū-kòa,tshiu7kua3,chhiu7koa3
橄欖,kan-ná,25,kan-ná,kanna2,kanna2
橋牌,kiô-pâi,25,kiô-pâi,kio5pai5,kio5pai5
檢視,kiám-sī,25,kiám-sī,kiam2si7,kiam2si7
歇暝,hioh-mê,25,hioh-mê,hiohme5,hiohme5
歇暝,hioh-mî,25,hioh-mî,hiohmi5,hiohmi5
正子,tsiànn-jí,25,chiàⁿ-jí,tsiann3ji2,chiann3ji2
正子,tsiànn-lí,25,chiàⁿ-lí,tsiann3li2,chiann3li2
正齒,tsiànn-khí,25,chiàⁿ-khí,tsiann3khi2,chiann3khi2
武術,bú-su̍t,25,bú-su̍t,bu2sut8,bu2sut8
歹球,pháinn-kiû,25,pháiⁿ-kiû,phainn2kiu5,phainn2kiu5
段位,tuānn-uī,25,tōaⁿ-ūi,tuann7ui7,toann7ui7
段落,tuānn-lo̍h,25,tōaⁿ-lo̍h,tuann7loh8,toann7loh8
殺球,sat-kiû,25,sat-kiû,satkiu5,satkiu5
毛筅,mn̂g-tshíng,25,mn̂g-chhéng,mng5tshing2,mng5chheng2
毛豆,môo-tāu,25,mô͘-tāu,moo5tau7,moo5tau7
氣糋,khì-tsìnn,25,khì-chìⁿ,khi3tsinn3,khi3chinn3
水球,tsuí-kiû,25,chúi-kiû,tsui2kiu5,chui2kiu5
水蓮,tsuí-liân,25,chúi-liân,tsui2lian5,chui2lian5
水螅,tsuí-sik,25,chúi-sek,tsui2sik,chui2sek
水豬,tsuí-ti,25,chúi-ti,tsui2ti,chui2ti
水豬,tsuí-tu,25,chúi-tu,tsui2tu,chui2tu
決賽,kuat-sài,25,koat-sài,kuatsai3,koatsai3
沙拉,sa-la,25,sa-la,sala,sala
河內,hô-luē,25,hô-lōe,ho5lue7,ho5loe7
油鯃,iû-ngôo,25,iû-ngô͘,iu5ngoo5,iu5ngoo5
法鬥,huat-tàu,25,hoat-tàu,huattau3,hoattau3
泛舟,huàn-tsiu,25,hoàn-chiu,huan3tsiu,hoan3chiu
泡芙,phàu-hû,25,phàu-hû,phau3hu5,phau3hu5
泰拳,thài-kûn,25,thài-kûn,thai3kun5,thai3kun5
浮粉,phû-hún,25,phû-hún,phu5hun2,phu5hun2
浸油,tsìm-iû,25,chìm-iû,tsim3iu5,chim3iu5
液化,i̍k-huà,25,e̍k-hòa,ik8hua3,ek8hoa3
涼麵,liâng-mī,25,liâng-mī,liang5mi7,liang5mi7
淋巴,lîm-pa,25,lîm-pa,lim5pa,lim5pa
淡斑,tām-pan,25,tām-pan,tam7pan,tam7pan
深跍,tshim-khû,25,chhim-khû,tshimkhu5,chhimkhu5
游標,iû-phiau,25,iû-phiau,iu5phiau,iu5phiau
游標,iû-piau,25,iû-piau,iu5piau,iu5piau
湯餃,thng-kiáu,25,thng-kiáu,thngkiau2,thngkiau2
滑鼠,ku̍t-tshí,25,ku̍t-chhí,kut8tshi2,kut8chhi2
滑鼠,ku̍t-tshú,25,ku̍t-chhú,kut8tshu2,kut8chhu2
滾輪,kún-lûn,25,kún-lûn,kun2lun5,kun2lun5
漸層,tsiām-tsân,25,chiām-chân,tsiam7tsan5,chiam7chan5
澄清,tîng-tshing,25,têng-chheng,ting5tshing,teng5chheng
灌籃,kuàn-nâ,25,koàn-nâ,kuan3na5,koan3na5
火腿,hué-thuí,25,hóe-thúi,hue2thui2,hoe2thui2
火腿,hé-thuí,25,hé-thúi,he2thui2,he2thui2
炊飯,tshe-pn̄g,25,chhe-pn̄g,tshepng7,chhepng7
炊飯,tshue-pn̄g,25,chhoe-pn̄g,tshuepng7,chhoepng7
烏麥,oo-be̍h,25,o͘-be̍h,oobeh8,oobeh8
烘焙,hang-puē,25,hang-pōe,hangpue7,hangpoe7
烘焙,hang-pē,25,hang-pē,hangpe7,hangpe7
烘箱,hang-siunn,25,hang-siuⁿ,hangsiunn,hangsiunn
烘雞,hang-ke,25,hang-ke,hangke,hangke
烘雞,hang-kue,25,hang-koe,hangkue,hangkoe
焐卡,ù-khah,25,ù-khah,u3khah,u3khah
焙果,puē-kó,25,pōe-kó,pue7ko2,poe7ko2
焙果,pē-kó,25,pē-kó,pe7ko2,pe7ko2
焙茶,puē-tê,25,pōe-tê,pue7te5,poe7te5
焙茶,pē-tê,25,pē-tê,pe7te5,pe7te5
焦距,tsiau-kī,25,chiau-kī,tsiauki7,chiauki7
焦距,tsiau-kū,25,chiau-kū,tsiauku7,chiauku7
煎包,tsian-pau,25,chian-pau,tsianpau,chianpau
煎餅,tsian-piánn,25,chian-piáⁿ,tsianpiann2,chianpiann2
煙雞,ian-ke,25,ian-ke,ianke,ianke
煙雞,ian-kue,25,ian-koe,iankue,iankoe
煮食,tsú-tsia̍h,25,chú-chia̍h,tsu2tsiah8,chu2chiah8
熊市,hîm-tshī,25,hîm-chhī,him5tshi7,him5chhi7
熱量,jia̍t-liōng,25,jia̍t-liōng,jiat8liong7,jiat8liong7
熱量,lia̍t-liōng,25,lia̍t-liōng,liat8liong7,liat8liong7
熱點,jia̍t-tiám,25,jia̍t-tiám,jiat8tiam2,jiat8tiam2
熱點,lia̍t-tiám,25,lia̍t-tiám,liat8tiam2,liat8tiam2
熱齒,jia̍t-khí,25,jia̍t-khí,jiat8khi2,jiat8khi2
燕麥,iàn-be̍h,25,iàn-be̍h,ian3beh8,ian3beh8
牚夯,thènn-giâ,25,thèⁿ-giâ,thenn3gia5,thenn3gia5
牚夯,thìnn-giâ,25,thìⁿ-giâ,thinn3gia5,thinn3gia5
牛市,gû-tshī,25,gû-chhī,gu5tshi7,gu5chhi7
牛棚,gû-pênn,25,gû-pêⁿ,gu5penn5,gu5penn5
牛棚,gû-pînn,25,gû-pîⁿ,gu5pinn5,gu5pinn5
犯規,huān-kui,25,hoān-kui,huan7kui,hoan7kui
狐獴,hôo-bông,25,hô͘-bông,hoo5bong5,hoo5bong5
狒狒,huì-huì,25,hùi-hùi,hui3hui3,hui3hui3
猴珠,kâu-tsu,25,kâu-chu,kau5tsu,kau5chu
珠光,tsu-kng,25,chu-kng,tsukng,chukng
球迷,kiû-bê,25,kiû-bê,kiu5be5,kiu5be5
