tl,hanzi,drop_reason
Sann tāi lia̍p-tsik,三代粒積，一代窮空。,proverb
tsi̍t tāi khîng-khong.,三代粒積，一代窮空。,proverb
Sann hiann-tī kóo tsi̍t tiâu khîng-muâ-soh.,三兄弟股一條瓊麻索。,proverb
Sann hun lâng,三分人，七分妝。,proverb
tshit hun tsng.,三分人，七分妝。,proverb
Sann hun pēnn,三分病，嗙死症。,proverb
pòng sí-tsìng.,三分病，嗙死症。,proverb
Sann nî tsi̍t jūn,三年一閏，好歹照輪。,proverb
hó-pháinn tsiàu lûn.,三年一閏，好歹照輪。,proverb
Sann nî tsuí lâu tang,三年水流東，三年水流西。,proverb
sann nî tsuí lâu sai.,三年水流東，三年水流西。,proverb
Sann ji̍t bô liū,三日無餾，𬦰上樹。,proverb
peh-tsiūnn tshiū.,三日無餾，𬦰上樹。,proverb
Sann-pah la̍k-tsa̍p hâng,三百六十行，行行出狀元。,proverb
hâng-hâng tshut tsiōng-guân.,三百六十行，行行出狀元。,proverb
Sann kóng,三講，四毋著。,proverb
sì m̄-tio̍h.,三講，四毋著。,proverb
Sann kha-pōo tsi̍t khám tiàm.,三跤步一坎店。,proverb
Tsiūnn-suann khuànn suann-sì,上山看山勢，入門看人意。,proverb
ji̍p-mn̂g khuànn lâng ì.,上山看山勢，入門看人意。,proverb
Tsiūnn ta̍h-pang,上踏枋，上眠床，無洗跤睏中央。,proverb
bô sé kha khùn tiong-ng.,上踏枋，上眠床，無洗跤睏中央。,proverb
tsiūnn bîn-tshn̂g,上踏枋，上眠床，無洗跤睏中央。,proverb
Tsiūnn kiō tsiah beh pàng-jiō.,上轎才欲放尿。,proverb
Put-hàu uàn pē-bú,不孝怨爸母，欠錢怨債主，股票跋輸怨政府。,proverb
khiàm tsînn uàn tsè-tsú,不孝怨爸母，欠錢怨債主，股票跋輸怨政府。,proverb
kóo-phiò pua̍h-su uàn tsìng-hú.,不孝怨爸母，欠錢怨債主，股票跋輸怨政府。,proverb
Sè-kan nā bô gōng,世間若無戇，路邊哪有有應公。,proverb
lōo-pinn ná ū Iú-ìng-kong.,世間若無戇，路邊哪有有應公。,proverb
Kú-tn̂g pēnn,久長病，無孝子。,proverb
bô hàu-tsú.,久長病，無孝子。,proverb
Káu-gue̍h thai,九月颱，無人知。,proverb
bô lâng tsai.,九月颱，無人知。,proverb
Káu-gue̍h thai,九月颱，無人知，九月南風隨雨來。,proverb
bô lâng tsai; káu-gue̍h lâm-hong suî hōo lâi.,九月颱，無人知，九月南風隨雨來。,proverb
Káu-gue̍h thai,九月颱，無人知；九月颱，慘歪歪。,proverb
bô lâng tsai; káu-gue̍h thai,九月颱，無人知；九月颱，慘歪歪。,proverb
tshám uai-uai.,九月颱，無人知；九月颱，慘歪歪。,proverb
Káu tǹg bí-ko m̄ tsiūnn-sǹg,九頓米糕毋上算，一頓凊糜抾起來餾。,proverb
tsi̍t tǹg tshìn-muâi khioh khí-lâi liū.,九頓米糕毋上算，一頓凊糜抾起來餾。,proverb
Káu tǹg bí-ko bô tsiūnn-sǹg,九頓米糕無上算，一頓冷糜抾去囥。,proverb
tsi̍t tǹg líng muâi khioh-khì khǹg.,九頓米糕無上算，一頓冷糜抾去囥。,proverb
Káu tǹg bí-ko bô tsiūnn-sǹg,九頓米糕無上算，一頓冷糜抾起來囥。,proverb
tsi̍t tǹg líng muâi khioh khí-lâi khǹg.,九頓米糕無上算，一頓冷糜抾起來囥。,proverb
Khit-tsia̍h hē tuā guān.,乞食下大願。,proverb
Khit-tsia̍h iā ū sann nî hó-ūn.,乞食也有三年好運。,proverb
Khit-tsia̍h ké sè-jī,乞食假細膩，奸臣假義氣。,proverb
kan-sîn ké gī-khì.,乞食假細膩，奸臣假義氣。,proverb
Khit-tsia̍h kóng sian uē.,乞食講仙話。,proverb
Khit-tsia̍h kuánn biō-kong.,乞食趕廟公。,proverb
Khit-tsia̍h sin,乞食身，皇帝喙。,proverb
hông-tè tshuì.,乞食身，皇帝喙。,proverb
Iā tio̍h tshuê,也著箠，也著糜。,proverb
iā tio̍h muê.,也著箠，也著糜。,proverb
Liáu-tsînn sing-lí bô lâng tsò,了錢生理無人做，刣頭生理有人做。,proverb
thâi-thâu sing-lí ū lâng tsò.,了錢生理無人做，刣頭生理有人做。,proverb
Hōo-siong làu-khuì,互相落氣，求進步。,proverb
kiû tsìn-pōo.,互相落氣，求進步。,proverb
Gōo-pah tsînn ti-á──kuānn tsi̍t ki tshuì.,五百錢豬仔──捾一支喙。,proverb
Gōo ki tsíng-thâu-á tshun--tshut-lâi bô pênn tn̂g.,五肢指頭仔伸出來無平長。,proverb
Lâng tī sè-kan bô-guā-kú,人佇世間無偌久，袂曉有孝豬狗牛。,proverb
bē-hiáu iú-hàu ti káu gû.,人佇世間無偌久，袂曉有孝豬狗牛。,proverb
Lâng nn̄g kha,人兩跤，錢四跤。,proverb
tsînn sì kha.,人兩跤，錢四跤。,proverb
Lâng nn̄g lián,人兩輪，錢四輪。,proverb
tsînn sì lián.,人兩輪，錢四輪。,proverb
Lâng teh tsò,人咧做，天咧看。,proverb
thinn teh khuànn.,人咧做，天咧看。,proverb
Lâng sim-kuann,人心肝，牛腹肚。,proverb
gû pak-tóo.,人心肝，牛腹肚。,proverb
Jîn-tsîng-sè-sū puê kàu-kàu,人情世事陪到到，無鼎閣無灶。,proverb
bô tiánn koh bô tsàu.,人情世事陪到到，無鼎閣無灶。,proverb
Jîn-tsîng lâu tsi̍t suànn,人情留一線，日後好相看。,proverb
ji̍t-āu hó sio-khuànn.,人情留一線，日後好相看。,proverb
Lâng buē kàu,人未到，聲先到。,proverb
siann sing kàu.,人未到，聲先到。,proverb
Lâng tsē uē tō tsē,人濟話就濟，三色人講五色話。,proverb
sam sik lâng kóng ngóo sik uē.,人濟話就濟，三色人講五色話。,proverb
Lâng bô tsiàu thinn-lí,人無照天理，天無照甲子。,proverb
thinn bô tsiàu kah-tsí.,人無照天理，天無照甲子。,proverb
Lâng khan m̄ kiânn,人牽毋行，鬼牽溜溜行。,proverb
kuí khan liù-liù-kiânn.,人牽毋行，鬼牽溜溜行。,proverb
Lâng ê tshuì,人的喙，掩袂密。,proverb
am bē ba̍t.,人的喙，掩袂密。,proverb
Lâng nā sue,人若衰，種匏仔生菜瓜。,proverb
tsìng pû-á senn tshài-kue.,人若衰，種匏仔生菜瓜。,proverb
Lâng sue,人衰，滿面全豆花。,proverb
muá-bīn tsuân tāu-hue.,人衰，滿面全豆花。,proverb
Lâng tiōng tsng,人重妝，佛重扛。,proverb
pu̍t tiōng kng.,人重妝，佛重扛。,proverb
Lâng tshī lâng,人飼人，一支骨；天飼人，肥朒朒。,proverb
puî-tsut-tsut.,人飼人，一支骨；天飼人，肥朒朒。,proverb
tsi̍t ki kut; thinn tshī lâng,人飼人，一支骨；天飼人，肥朒朒。,proverb
Lâng gâu m̄-ta̍t thinn tsò tuì-thâu.,人𠢕毋值天做對頭。,proverb
Lâng gâu,人𠢕，天咧做對頭。,proverb
thinn teh tsò tuì-thâu.,人𠢕，天咧做對頭。,proverb
Sian-jîn phah kóo iú sî tshò,仙人拍鼓有時錯，跤步踏差啥人無？,proverb
kha-pōo ta̍h-tsha siánn-lâng bô?,仙人拍鼓有時錯，跤步踏差啥人無？,proverb
Sian piànn sian,仙拚仙，害死猴齊天。,proverb
hāi-sí Kâu Tsê-thian.,仙拚仙，害死猴齊天。,proverb
Kāng tsûn kāng tiâu miā.,仝船仝條命。,proverb
Lí khuànn guá phú-phú,你看我殕殕，我看你霧霧。,proverb
guá khuànn lí bū-bū.,你看我殕殕，我看你霧霧。,proverb
Piān-sóo-lāi tuânn gì-tà──tshàu-tuānn.,便所內彈gì-tà──臭彈。,proverb
Sio̍k-mi̍h bô hó huè.,俗物無好貨。,proverb
Sio̍k-mi̍h bô hó huè,俗物無好貨，好貨毋賣俗。,proverb
hó huè m̄ bē sio̍k.,俗物無好貨，好貨毋賣俗。,proverb
Sio̍k-mi̍h tsia̍h phuà ke.,俗物食破家。,proverb
Tò-tiàu bô ba̍k-tsuí.,倒吊無墨水。,proverb
Sīng ti giâ tsàu,倖豬夯灶，倖囝不孝。,proverb
sīng kiánn put-hàu.,倖豬夯灶，倖囝不孝。,proverb
Sīng ti giâ tsàu,倖豬夯灶，倖囝不孝，倖查某囝，袂落人家教。,proverb
bē lo̍h lâng ka-kàu.,倖豬夯灶，倖囝不孝，倖查某囝，袂落人家教。,proverb
sīng kiánn put-hàu,倖豬夯灶，倖囝不孝，倖查某囝，袂落人家教。,proverb
sīng tsa-bóo-kiánn,倖豬夯灶，倖囝不孝，倖查某囝，袂落人家教。,proverb
Tsò kong-tshin,做公親，貼本。,proverb
thiap pún.,做公親，貼本。,proverb
Tsò muê-lâng thiap phìng-kim.,做媒人貼聘金。,proverb
Tsò-kuann nā tshing-liâm,做官若清廉，食飯著攪鹽。,proverb
tsia̍h-pn̄g tio̍h kiáu iâm.,做官若清廉，食飯著攪鹽。,proverb
Tsò-kuann phiàn tshù-lāi,做官騙厝內，做生理騙熟似。,proverb
tsò-sing-lí phiàn si̍k-sāi.,做官騙厝內，做生理騙熟似。,proverb
Tsò ok tsò to̍k,做惡做毒，騎馬碌硞。,proverb
khiâ-bé lo̍k-kho̍k.,做惡做毒，騎馬碌硞。,proverb
Tsò-hì--ê beh suah,做戲的欲煞，看戲的毋煞。,proverb
khuànn-hì--ê m̄ suah.,做戲的欲煞，看戲的毋煞。,proverb
Tsò gû tio̍h thua,做牛著拖，做人著磨。,proverb
tsò lâng tio̍h buâ.,做牛著拖，做人著磨。,proverb
Tsò kah lâu-kuānn,做甲流汗，嫌甲流瀾。,proverb
hiâm kah lâu-nuā.,做甲流汗，嫌甲流瀾。,proverb
Tsò kué bô pau-ānn.,做粿無包餡。,proverb
Tsò kué bē am lâng ê tshuì.,做粿袂掩人的喙。,proverb
Tsò kué bē-am-tit lâng tshuì.,做粿袂掩得人喙。,proverb
Tsò-tio̍h pháinn tshân bāng ē tang,做著歹田望下冬，娶著歹某一世人。,proverb
tshuā-tio̍h pháinn bóo tsi̍t-sì-lâng.,做著歹田望下冬，娶著歹某一世人。,proverb
Hiau-hīng-tsînn,僥倖錢，失德了；冤枉錢，跋輸筊。,proverb
pua̍h-su kiáu.,僥倖錢，失德了；冤枉錢，跋輸筊。,proverb
sit-tik liáu; uan-óng-tsînn,僥倖錢，失德了；冤枉錢，跋輸筊。,proverb
Hiann-tī sī hiann-tī,兄弟是兄弟，隨人顧家己。,proverb
suî lâng kòo ka-kī.,兄弟是兄弟，隨人顧家己。,proverb
Hiann-tī nā kāng sim,兄弟若仝心，烏塗變成金。,proverb
oo-thôo piàn-sîng kim.,兄弟若仝心，烏塗變成金。,proverb
Sing kòo pak-tóo,先顧腹肚，才顧佛祖。,proverb
tsiah kòo Pu̍t-tsóo.,先顧腹肚，才顧佛祖。,proverb
Kng--lâng m̄ tsai,光人毋知，暗的也知。,proverb
àm--ê iā tsai.,光人毋知，暗的也知。,proverb
Ji̍p lâng mn̂g,入人門，順人意。,proverb
sūn lâng ì.,入人門，順人意。,proverb
Ji̍p káng suî uan,入港隨灣，入鄉隨俗。,proverb
ji̍p hiong suî sio̍k.,入港隨灣，入鄉隨俗。,proverb
Ji̍p hóo kháu,入虎口，無死也烏漚。,proverb
bô sí iā oo-áu.,入虎口，無死也烏漚。,proverb
Lāi sîn thong guā kuí.,內神通外鬼。,proverb
Peh-pah hiān,八百現，毋值六百便。,proverb
m̄-ta̍t la̍k-pah piān.,八百現，毋值六百便。,proverb
Kong-ke-tsînn khai bē thiànn.,公家錢開袂疼。,proverb
Kong-tshin piàn sū-tsú.,公親變事主。,proverb
La̍k-gue̍h kuà-tshài ké ū-sim.,六月芥菜假有心。,proverb
La̍k-gue̍h kuà-tshài ké ū-sim,六月芥菜假有心，菜籃仔捾水予哥啉。,proverb
tshài-nâ-á kuānn tsuí hōo ko lim.,六月芥菜假有心，菜籃仔捾水予哥啉。,proverb
La̍k--gue̍h bē hué-lang.,六月賣火籠。,proverb
Kā Thinn-kong tsioh tánn.,共天公借膽。,proverb
Uan-ke piàn tshin-ke.,冤家變親家。,proverb
Uan-óng Kuan-im-má thau tsia̍h kiâm-kê.,冤枉觀音媽偷食鹹膎。,proverb
Pun bē pênn,分袂平，拍甲二九暝。,proverb
phah kah Jī-káu-mê.,分袂平，拍甲二九暝。,proverb
Thâi ke kà kâu.,刣雞教猴。,proverb
Thâi hî thâi kàu tshi,刣魚刣到鰓，做事做透機。,proverb
tsò sū tsò thàu-ki.,刣魚刣到鰓，做事做透機。,proverb
Pa̍t-lâng ê kiánn sí bē liáu.,別人的囝死袂了。,proverb
Pa̍t-lâng ê toh-tíng ngeh bah tshī ta-ke.,別人的桌頂夾肉飼大家。,proverb
Pa̍t-lâng ê toh-tíng,別人的桌頂，夾肉飼大家。,proverb
ngeh bah tshī ta-ke.,別人的桌頂，夾肉飼大家。,proverb
Pa̍t-lâng ê tsînn khai bē thiànn.,別人的錢開袂疼。,proverb
Lāi to tshiat tāu-hū――siang-bīn kng.,利刀切豆腐――雙面光。,proverb
Kàu hit-sî,到彼時，攑彼旗。,proverb
gia̍h hit kî.,到彼時，攑彼旗。,proverb
Kàu hit-lō sî,到彼號時，攑彼號旗。,proverb
gia̍h hit-lō kî.,到彼號時，攑彼號旗。,proverb
Thì-thâu-to tshò tuā tshiū.,剃頭刀剉大樹。,proverb
Tsîng-sè bô sio-khiàm-tsè,前世無相欠債，這世袂做夫妻。,proverb
tsit sè bē tsò hu-tshe.,前世無相欠債，這世袂做夫妻。,proverb
Kuah lâng ê tiū-á-bué.,割人的稻仔尾。,proverb
Ke-kiám thàn,加減趁，袂散；加減抾，就免借。,proverb
bē sàn; ke-kiám khioh,加減趁，袂散；加減抾，就免借。,proverb
tō bián tsioh.,加減趁，袂散；加減抾，就免借。,proverb
Ke-kiám thàn,加減趁，較袂散。,proverb
khah bē sàn.,加減趁，較袂散。,proverb
Ióng-ióng bé pa̍k tī tsiong-kun-thiāu.,勇勇馬縛佇將軍柱。,proverb
Khǹg lâng tsò hó tāi,勸人做好代，較贏食早齋。,proverb
khah iânn tsia̍h tsá-tsai.,勸人做好代，較贏食早齋。,proverb
Khǹg lín iú-hàu tshian-bān kù,勸恁有孝千萬句，袂曉有孝豬狗牛。,proverb
bē-hiáu iú-hàu ti káu gû.,勸恁有孝千萬句，袂曉有孝豬狗牛。,proverb
Tsa̍p ê gín-á tsa̍p iūnn senn.,十个囡仔十樣生。,proverb
Tsa̍p-jī--gue̍h tsia̍h tshài-thâu,十二月食菜頭，六月才轉嗽。,proverb
la̍k--gue̍h tsiah tńg-sàu.,十二月食菜頭，六月才轉嗽。,proverb
Tsa̍p-jī senn-siùnn pìnn-thàu-thàu.,十二生相變透透。,proverb
Tsa̍p tshuì káu kha-tshng.,十喙九尻川。,proverb
Tsa̍p tshuì,十喙，九貓。,proverb
káu niau.,十喙，九貓。,proverb
Tsa̍p kiánn tsa̍p sin-pū,十囝十新婦，賰一个老寡婦。,proverb
tshun tsi̍t ê lāu kuá-hū.,十囝十新婦，賰一个老寡婦。,proverb
Tsa̍p tsáinn tshun-tshut,十指伸出，無平長。,proverb
bô pênn tn̂g.,十指伸出，無平長。,proverb
Tshian hó bān hó,千好萬好，毋值咱厝好。,proverb
m̄-ta̍t lán tshù hó.,千好萬好，毋值咱厝好。,proverb
Tshian sǹg bān sǹg,千算萬算，毋值天一劃。,proverb
m̄-ta̍t thinn tsi̍t ue̍h.,千算萬算，毋值天一劃。,proverb
Tshian sǹg bān sǹg,千算萬算，毋值得天一劃。,proverb
m̄ ta̍t-tit thinn tsi̍t ue̍h.,千算萬算，毋值得天一劃。,proverb
Tshian sǹg,千算，毋值拄搪。,proverb
m̄-ta̍t tú-tn̄g.,千算，毋值拄搪。,proverb
Tshian-piàn-bān-huà,千變萬化，毋值得造化。,proverb
m̄ ta̍t-tit tsō-huà.,千變萬化，毋值得造化。,proverb
Tshian tôo bān tôo,千途萬途，毋值得翻田塗。,proverb
m̄ ta̍t-tit huan tshân thôo.,千途萬途，毋值得翻田塗。,proverb
Tshian-kim bé tshù,千金買厝，萬金買厝邊。,proverb
bān kim bé tshù-pinn.,千金買厝，萬金買厝邊。,proverb
Puànn-mê pò iânn kiáu,半暝報贏筊，天光輸了了。,proverb
thinn-kng su-liáu-liáu.,半暝報贏筊，天光輸了了。,proverb
Puànn-lōo jīn lāu-pē.,半路認老爸。,proverb
Puànn-lōo jīn tshin-tsiânn.,半路認親情。,proverb
O-ló kah ē tak-tsi̍h.,呵咾甲會觸舌。,proverb
Miā-ūn thinn tsù-tiānn.,命運天註定。,proverb
Huê-siūnn thâu lia̍h sat-bó.,和尚頭掠蝨母。,proverb
Tshuì-tûn-phuê sio khuán-thāi.,喙脣皮相款待。,proverb
Tshuì khah ba̍t-kuè bí-thai-ba̍k pang.,喙較密過米篩目枋。,proverb
Tshuì khah ba̍t-kuè tshài-nâ.,喙較密過菜籃。,proverb
Tshuì tsia̍h,喙食，予尻川坐數。,proverb
hōo kha-tshng tshē-siàu.,喙食，予尻川坐數。,proverb
Tshuì pá ba̍k-tsiu iau.,喙飽目睭枵。,proverb
Giâm kuann-hú tshut kāu tsha̍t; giâm pē-bú tshut a-lí-put-ta̍t.,嚴官府出厚賊；嚴爸母出阿里不達。,proverb
Sì niú lâng kóng puànn kin uē.,四兩人講半斤話。,proverb
Kiánn-jî iú-hàu tsiah ū tshú,囝兒有孝才有取，不孝較輸豬狗牛。,proverb
put-hàu khah su ti káu gû.,囝兒有孝才有取，不孝較輸豬狗牛。,proverb
Kiánn-sài sī puàn-tsú.,囝婿是半子。,proverb
Gín-á-lâng kha-tshng sann táu hué.,囡仔人尻川三斗火。,proverb
Gín-á-lâng ū-hīnn-bô-tshuì.,囡仔人有耳無喙。,proverb
pínn--lâng ē înn.,圓人會扁，扁人會圓。,proverb
Înn--lâng ē pínn,圓人會扁，扁人會圓。,proverb
Tsāi-senn tsi̍t lia̍p tāu,在生一粒豆，較贏死了拜豬頭。,proverb
khah iânn sí-liáu pài ti-thâu.,在生一粒豆，較贏死了拜豬頭。,proverb
Tsē hōo tsiànn,坐予正，得人疼。,proverb
tit lâng thiànn.,坐予正，得人疼。,proverb
Tsē m̄ tsē,坐毋坐，欲惹禍。,proverb
beh jiá ē.,坐毋坐，欲惹禍。,proverb
Thôo-gû ji̍p hái―― it khì put huê.,塗牛入海――一去不回。,proverb
Guē-sing tsia̍h bú-kū,外甥食母舅，親像食豆腐。,proverb
tshin-tshiūnn tsia̍h tāu-hū.,外甥食母舅，親像食豆腐。,proverb
Tuā-lâng khiām tsi̍t tshuì,大人儉一喙，囡仔食甲飫。,proverb
gín-á tsia̍h kah uì.,大人儉一喙，囡仔食甲飫。,proverb
Tuā-lâng ài thàn-tsînn,大人愛趁錢，囡仔愛過年。,proverb
gín-á ài kuè-nî.,大人愛趁錢，囡仔愛過年。,proverb
Tuā-lâng senn-ji̍t tsia̍h bah,大人生日食肉，囡仔生日食拍。,proverb
gín-á senn-ji̍t tsia̍h phah.,大人生日食肉，囡仔生日食拍。,proverb
Tuā-keh ke bān thî.,大格雞慢啼。,proverb
Tuā-hái m̄ kiann tuā-tsuí.,大海毋驚大水。,proverb
Tuā gû bô sioh la̍t.,大牛無惜力。,proverb
Tuā káu puânn tshiûnn,大狗盤牆，細狗看樣。,proverb
sè káu khuànn-iūnn.,大狗盤牆，細狗看樣。,proverb
Tāi-kah-khe pàng tsháu-hî──ū tsún bô.,大甲溪放草魚──有準無。,proverb
Tuā-ba̍k sin-niû tshuē-bô tsàu.,大目新娘揣無灶。,proverb
Tuā-ba̍k sin-niû bô khuànn-kìnn tsàu.,大目新娘無看見灶。,proverb
Tuā-ba̍k sin-niû,大目新娘，有看見鼎，無看見灶。,proverb
bô khuànn-kìnn tsàu.,大目新娘，有看見鼎，無看見灶。,proverb
ū khuànn-kìnn tiánn,大目新娘，有看見鼎，無看見灶。,proverb
Tuā uánn koh buán kînn.,大碗閣滿墘。,proverb
Tuā-khoo-lâng hó-khuànn-thâu.,大箍人好看頭。,proverb
Tuā-khoo tshài-thâu pōng-sim.,大箍菜頭蓬心。,proverb
Tuā-âng-hue m̄ tsai bái,大紅花毋知䆀，圓仔花䆀毋知。,proverb
înn-á-hue bái m̄ tsai.,大紅花毋知䆀，圓仔花䆀毋知。,proverb
Tuā-sè-ba̍k,大細目，懸低耳。,proverb
kuân-kē-hīnn.,大細目，懸低耳。,proverb
